Omega,Tolerance,Step Size Rule,Iterations,Converged?,Gap LR,Gap Naive,Obj. Naive,Obj. LR,Gap,Time Naive,Time LR,Final Lambda,LB Heuristic
900.0,0.03,1.0,2.0,0.0,0.01099,1.0,240.56914,250.49769,0.01099,4251.0,2286.0,506.34,247.7459
900.0,0.03,2.0,2.0,0.0,0.01099,1.0,240.56914,250.49769,0.01099,4251.0,2288.0,0.2291,247.7459
900.0,0.03,3.0,2.0,0.0,0.01099,1.0,240.56914,250.49769,0.01099,4251.0,2288.0,654.75,247.7459
900.0,0.03,4.0,2.0,0.0,0.01099,1.0,240.56914,250.49769,0.01099,4251.0,2286.0,617.30422,247.7459
900.0,0.03,5.0,2.0,0.0,0.01099,1.0,240.56914,250.49769,0.01099,4251.0,2289.0,0.17182,247.7459
900.0,0.03,6.0,2.0,0.0,0.01099,1.0,240.56914,250.49769,0.01099,4251.0,3279.0,0.45431,247.7459
