,Solar: actuals,Solar: forecasts,Solar: quicklow_diverse1,Solar: quicklow_diverse2,Solar: quicklow_diverse3,Solar: quicklow_diverse4,Solar: quickhigh_diverse1,Solar: quickhigh_diverse2,Solar: quickhigh_diverse3,Solar: quickhigh_diverse4
Probability,1.0,1.0,0.09208823224959117,0.1466307043403676,0.15336944495964044,0.1079116184504008,0.10791161845040083,0.15336944495964042,0.14663070434036762,0.09208823224959115
2013-09-03 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-09-03 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-09-03 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-09-03 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-09-03 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-09-03 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-09-03 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-09-03 07:00:00,21.20000064,69.19917887999999,26.644796616797905,26.644796616797905,26.644796616797905,26.644796616797905,113.26720719696806,113.26720719696806,113.26720719696806,113.26720719696806
2013-09-03 08:00:00,292.6999998,305.38935023999994,220.28058571359577,220.28058571359577,220.28058571359577,220.28058571359577,393.52540687393605,393.52540687393605,393.52540687393605,393.52540687393605
2013-09-03 09:00:00,927.19999944,665.93745036,538.2743035703937,538.2743035703937,538.2743035703937,538.2743035703937,798.1415353109041,798.1415353109041,798.1415353109041,798.1415353109041
2013-09-03 10:00:00,1116.8000001599999,1045.8081550799998,875.5906260271914,875.5906260271914,875.5906260271914,875.5906260271914,1222.080268347872,1222.080268347872,1222.080268347872,1222.080268347872
2013-09-03 11:00:00,1174.99999968,1131.17516148,928.9321749624418,987.8287208433843,1022.8222538994496,1062.4683599421699,1206.1238888189862,1265.0204346999287,1300.0139677559941,1339.6600737987144
2013-09-03 12:00:00,1153.8000006,1162.17054252,927.9020985376919,1045.695190299577,1115.6822564117074,1194.9744684971479,1135.7958839301002,1253.5889756919853,1323.576041804116,1402.8682538895564
2013-09-03 13:00:00,1066.4000006400001,1094.860806,828.5669045529419,1005.2565421957695,1110.2371413639653,1229.175459492126,967.162761481214,1143.8523991240418,1248.8329982922376,1367.7713164203983
2013-09-03 14:00:00,903.30000072,956.91965148,658.600292568192,894.1864760919622,1034.1606083162233,1192.7450324871043,727.8982210323281,963.4844045560983,1103.4585367803593,1262.0429609512403
2013-09-03 15:00:00,654.69999972,770.8626198000001,440.5178034234422,735.000532828155,909.9681981084811,1108.1987283220824,440.5178034234422,735.000532828155,909.9681981084811,1108.1987283220824
2013-09-03 16:00:00,337.50000023999996,566.4605122799999,297.0998662975815,517.961913351116,649.1876623113608,797.8605599715617,297.0998662975815,517.961913351116,649.1876623113608,797.8605599715617
2013-09-03 17:00:00,82.20000048,336.91586603999997,128.53939045172103,275.7807551540774,363.2645877942405,462.37985290104115,128.53939045172103,275.7807551540774,363.2645877942405,462.37985290104115
2013-09-03 18:00:00,15.000000600000002,177.43879608,30.04649088586055,103.66717323703872,147.4090895571203,196.96672211052058,30.04649088586055,103.66717323703872,147.4090895571203,196.96672211052058
2013-09-03 19:00:00,0.0,86.4081348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-09-03 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-09-03 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-09-03 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-09-03 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
