5536      0.036
3129 8      0.042       0.005 Loop       
3129 6      0.039       0.005 Loop       
3129 10      0.047       0.005 Loop       
3202 4      0.097       0.018 Equation   Objective (1)
3129 7      0.053       0.005 Loop       
3256 5      0.301       0.048 Solve Fini schedule (319523)
3129 3      0.061       0.005 Loop       
3128 1      0.744       0.005 Loop       
3204 2      0.038       0.035 Equation   Const1 (34500)
3256 9      0.129       0.048 GAMS Fini   
