Omega,Tolerance,Step Size Rule,Iterations,Converged?,Gap LR,Gap Naive,Obj. Naive,Obj. LR,Gap,Time Naive,Time LR,Final Lambda,LB Heuristic
,,,,,,,,,,,,,-235.35878
,,,,,,,,,,,,,-238.3164
,,,,,,,,,,,,,-238.41797
,,,,,,,,,,,,,-238.37258
,,,,,,,,,,,,,-238.46313
,,,,,,,,,,,,,-235.59606
,,,,,,,,,,,,,-235.41524
,,,,,,,,,,,,,-238.41028
,,,,,,,,,,,,,-235.4516
,,,,,,,,,,,,,-234.02821
,,,,,,,,,,,,,-238.42015
,,,,,,,,,,,,,-238.46022
,,,,,,,,,,,,,-235.45477
,,,,,,,,,,,,,-235.378
,,,,,,,,,,,,,-235.25512
,,,,,,,,,,,,,-235.30626
,,,,,,,,,,,,,-235.45742
,,,,,,,,,,,,,-234.22898
,,,,,,,,,,,,,-238.48321
,,,,,,,,,,,,,-235.41238
,,,,,,,,,,,,,-239.45608
,,,,,,,,,,,,,-239.40248
,,,,,,,,,,,,,-239.96434
,,,,,,,,,,,,,-239.88645
,,,,,,,,,,,,,-239.62272
,,,,,,,,,,,,,-239.65682
,,,,,,,,,,,,,-239.89338
,,,,,,,,,,,,,-239.53217
,,,,,,,,,,,,,-239.53414
,,,,,,,,,,,,,-239.31487
,,,,,,,,,,,,,-239.5155
,,,,,,,,,,,,,-240.04342
,,,,,,,,,,,,,-239.50661
,,,,,,,,,,,,,-239.48915
,,,,,,,,,,,,,-239.25981
,,,,,,,,,,,,,-239.37245
,,,,,,,,,,,,,-239.62884
,,,,,,,,,,,,,-240.03136
,,,,,,,,,,,,,-239.5861
,,,,,,,,,,,,,-239.57237
,,,,,,,,,,,,,-253.49327
,,,,,,,,,,,,46487.0,-253.52525
,,,,,,,,,,,,49004.0,-254.7086
,,,,,,,,,,,,48856.0,-254.69433
,,,,,,,,,,,,48027.0,-253.64283
,,,,,,,,,,,,47966.0,-254.79105
,,,,,,,,,,,,48127.0,-253.50071
,,,,,,,,,,,,48660.0,-254.67994
,,,,,,,,,,,,47864.0,-253.51502
,,,,,,,,,,,,47320.0,-253.43494
,,,,,,,,,,,,50189.0,-254.66622
,,,,,,,,,,,,47009.0,-254.78462
,,,,,,,,,,,,47511.0,-253.55075
,,,,,,,,,,,,44961.0,-253.53324
,,,,,,,,,,,,42754.0,-253.38623
,,,,,,,,,,,,45878.0,-253.42549
,,,,,,,,,,,,47407.0,-253.67697
,,,,,,,,,,,,47653.0,-254.8025
,,,,,,,,,,,,46894.0,-253.57306
,,,,,,,,,,,,47655.0,-254.65215
,,,,,,,,,,,,,-254.92744
,,,,,,,,,,,,,-254.90648
,,,,,,,,,,,,,-258.51764
,,,,,,,,,,,,,-258.47126
,,,,,,,,,,,,,-255.10836
,,,,,,,,,,,,,-255.22912
,,,,,,,,,,,,,-254.97968
,,,,,,,,,,,,,-255.09308
,,,,,,,,,,,,,-254.98069
,,,,,,,,,,,,,-254.88113
,,,,,,,,,,,,,-258.54743
,,,,,,,,,,,,,-255.20917
,,,,,,,,,,,,,-254.99552
,,,,,,,,,,,,,-254.95826
,,,,,,,,,,,,,-254.84594
,,,,,,,,,,,,,-254.84959
,,,,,,,,,,,,,-255.10268
,,,,,,,,,,,,,-255.20735
,,,,,,,,,,,,,-254.97072
,,,,,,,,,,,,,-255.07902
