Time,QP
180.0,-235.629
151.0,-245.924
156.0,-238.353
180.0,-251.02
193.0,-228.349
119.0,-235.36
188.0,-245.646
173.0,-244.259
196.0,-245.325
188.0,-239.171
148.0,-246.864
168.0,-238.275
195.0,-243.804
182.0,-242.42
196.0,-245.338
179.0,-236.811
194.0,-240.806
184.0,-241.419
143.0,-242.513
175.0,-241.539
