Omega,Tolerance,Step Size Rule,Iterations,Converged?,Gap LR,Gap Naive,Obj. Naive,Obj. LR,Gap,Time Naive,Time LR,Final Lambda,LB Heuristic,Heuristic Time
1500.0,0.05,5.0,2.0,0.0,0.01764,0.15933,241.96615,255.52835,0.01764,4210.0,2456.0,0.10526,251.01971,
1500.0,0.05,6.0,2.0,0.0,0.01764,0.15933,241.96615,255.52835,0.01764,4210.0,2702.0,0.3358,251.01971,76.0
1500.0,0.05,1.0,2.0,0.0,0.0552,1.0,228.08615,241.69085,0.0552,4210.0,2495.0,826.5,228.34869,
1500.0,0.05,2.0,2.0,0.0,0.0552,1.0,228.08615,241.69085,0.0552,4210.0,2501.0,0.14035,228.34869,
1500.0,0.05,3.0,2.0,0.0,0.0552,1.0,228.08615,241.69085,0.0552,4210.0,2504.0,1068.75,228.34869,
1500.0,0.05,4.0,2.0,0.0,0.0552,1.0,228.08615,241.69085,0.0552,4210.0,2508.0,1007.62716,228.34869,
1500.0,0.05,5.0,2.0,0.0,0.0552,1.0,228.08615,241.69085,0.0552,4210.0,2505.0,0.10526,228.34869,
1500.0,0.05,6.0,2.0,0.0,0.0552,1.0,228.08615,241.69085,0.0552,4210.0,2506.0,0.4259,228.34869,70.0
1500.0,0.05,1.0,2.0,0.0,0.05419,0.18348,235.21122,248.84506,0.05419,4211.0,2505.0,826.5,235.36029,
1500.0,0.05,2.0,2.0,0.0,0.05419,0.18348,235.21122,248.84506,0.05419,4211.0,2513.0,0.14035,235.36029,
1500.0,0.05,3.0,2.0,0.0,0.05419,0.18348,235.21122,248.84506,0.05419,4211.0,2515.0,1068.75,235.36029,
1500.0,0.05,4.0,2.0,0.0,0.05419,0.18348,235.21122,248.84506,0.05419,4211.0,2519.0,1007.62716,235.36029,
1500.0,0.05,5.0,2.0,0.0,0.05419,0.18348,235.21122,248.84506,0.05419,4211.0,2514.0,0.10526,235.36029,
1500.0,0.05,6.0,2.0,0.0,0.05419,0.18348,235.21122,248.84506,0.05419,4211.0,2518.0,0.41721,235.36029,61.0
1500.0,0.05,1.0,2.0,0.0,0.03141,0.16438,239.83786,253.61099,0.03141,4210.0,2452.0,826.5,245.64593,
1500.0,0.05,2.0,2.0,0.0,0.03141,0.16438,239.83786,253.61099,0.03141,4210.0,2456.0,0.14035,245.64593,
1500.0,0.05,3.0,2.0,0.0,0.03141,0.16438,239.83786,253.61099,0.03141,4210.0,2463.0,1068.75,245.64593,
1500.0,0.05,4.0,2.0,0.0,0.03141,0.16438,239.83786,253.61099,0.03141,4210.0,2464.0,1007.62716,245.64593,
1500.0,0.05,5.0,2.0,0.0,0.03141,0.16438,239.83786,253.61099,0.03141,4210.0,2461.0,0.10526,245.64593,
1500.0,0.05,6.0,2.0,0.0,0.03141,0.16438,239.83786,253.61099,0.03141,4210.0,2459.0,0.4008,245.64593,77.0
1500.0,0.05,1.0,2.0,0.0,0.03901,0.16508,240.61551,254.17439,0.03901,4211.0,2487.0,826.5,244.2595,
1500.0,0.05,2.0,2.0,0.0,0.03901,0.16508,240.61551,254.17439,0.03901,4211.0,2474.0,0.14035,244.2595,
1500.0,0.05,3.0,2.0,0.0,0.03901,0.16508,240.61551,254.17439,0.03901,4211.0,2482.0,1068.75,244.2595,
1500.0,0.05,4.0,2.0,0.0,0.03901,0.16508,240.61551,254.17439,0.03901,4211.0,2483.0,1007.62716,244.2595,
1500.0,0.05,5.0,2.0,0.0,0.03901,0.16508,240.61551,254.17439,0.03901,4211.0,2484.0,0.10526,244.2595,
1500.0,0.05,6.0,2.0,0.0,0.03901,0.16508,240.61551,254.17439,0.03901,4211.0,2525.0,0.40416,244.2595,60.0
1500.0,0.05,1.0,2.0,0.0,0.03939,0.15816,241.78589,255.38568,0.03939,4211.0,2401.0,826.5,245.32481,
1500.0,0.05,2.0,2.0,0.0,0.03939,0.15816,241.78589,255.38568,0.03939,4211.0,2398.0,0.14035,245.32481,
1500.0,0.05,3.0,2.0,0.0,0.03939,0.15816,241.78589,255.38568,0.03939,4211.0,2406.0,1068.75,245.32481,
1500.0,0.05,4.0,2.0,0.0,0.03939,0.15816,241.78589,255.38568,0.03939,4211.0,2404.0,1007.62716,245.32481,
1500.0,0.05,5.0,2.0,0.0,0.03939,0.15816,241.78589,255.38568,0.03939,4211.0,2404.0,0.10526,245.32481,
1500.0,0.05,6.0,2.0,0.0,0.03939,0.15816,241.78589,255.38568,0.03939,4211.0,2450.0,0.40097,245.32481,94.0
1500.0,0.05,1.0,2.0,0.0,0.01146,0.18626,233.26949,241.9442,0.01146,4211.0,2387.0,826.5,239.17051,
1500.0,0.05,2.0,2.0,0.0,0.01146,0.18626,233.26949,241.9442,0.01146,4211.0,2381.0,0.14035,239.17051,
1500.0,0.05,3.0,2.0,0.0,0.01146,0.18626,233.26949,241.9442,0.01146,4211.0,2391.0,1068.75,239.17051,
1500.0,0.05,4.0,2.0,0.0,0.01146,0.18626,233.26949,241.9442,0.01146,4211.0,2395.0,1007.62716,239.17051,
1500.0,0.05,5.0,2.0,0.0,0.01146,0.18626,233.26949,241.9442,0.01146,4211.0,2385.0,0.10526,239.17051,
1500.0,0.05,6.0,2.0,1.0,0.0,0.18626,233.26949,239.17051,0.0,4211.0,4213.0,0.10917,239.17051,64.0
1500.0,0.05,1.0,2.0,0.0,0.0327,0.16018,241.76709,255.21042,0.0327,4212.0,2413.0,826.5,246.86385,
1500.0,0.05,2.0,2.0,0.0,0.0327,0.16018,241.76709,255.21042,0.0327,4212.0,2406.0,0.14035,246.86385,
1500.0,0.05,3.0,2.0,0.0,0.0327,0.16018,241.76709,255.21042,0.0327,4212.0,2417.0,1068.75,246.86385,
1500.0,0.05,4.0,2.0,0.0,0.0327,0.16018,241.76709,255.21042,0.0327,4212.0,2409.0,1007.62716,246.86385,
1500.0,0.05,5.0,2.0,0.0,0.0327,0.16018,241.76709,255.21042,0.0327,4212.0,2411.0,0.10526,246.86385,
1500.0,0.05,6.0,2.0,0.0,0.0327,0.16018,241.76709,255.21042,0.0327,4212.0,2452.0,0.40008,246.86385,82.0
1500.0,0.05,1.0,2.0,0.0,0.01314,0.20934,227.69521,241.44717,0.01314,4211.0,2496.0,826.5,238.27527,
1500.0,0.05,2.0,2.0,0.0,0.01314,0.20934,227.69521,241.44717,0.01314,4211.0,2507.0,0.14035,238.27527,
1500.0,0.05,3.0,2.0,0.0,0.01314,0.20934,227.69521,241.44717,0.01314,4211.0,2501.0,1068.75,238.27527,
1500.0,0.05,4.0,2.0,0.0,0.01314,0.20934,227.69521,241.44717,0.01314,4211.0,2492.0,1007.62716,238.27527,
1500.0,0.05,5.0,2.0,0.0,0.01314,0.20934,227.69521,241.44717,0.01314,4211.0,2497.0,0.10526,238.27527,
1500.0,0.05,6.0,2.0,1.0,0.0,0.20934,227.69521,238.27527,0.0,4211.0,4219.0,0.09878,238.27527,60.0
1500.0,0.05,1.0,1.0,1.0,0.0,0.2025,229.32402,243.80415,0.0,4211.0,2108.0,0.18227,243.80415,
1500.0,0.05,2.0,1.0,1.0,0.0,0.2025,229.32402,243.80415,0.0,4211.0,2108.0,0.18227,243.80415,
1500.0,0.05,3.0,1.0,1.0,0.0,0.2025,229.32402,243.80415,0.0,4211.0,2107.0,0.18227,243.80415,
1500.0,0.05,4.0,1.0,1.0,0.0,0.2025,229.32402,243.80415,0.0,4211.0,2108.0,0.18227,243.80415,
1500.0,0.05,5.0,1.0,1.0,0.0,0.2025,229.32402,243.80415,0.0,4211.0,2108.0,0.18227,243.80415,
1500.0,0.05,6.0,1.0,1.0,0.0,0.2025,229.32402,243.80415,0.0,4211.0,2108.0,0.18227,243.80415,68.0
1500.0,0.05,1.0,2.0,0.0,0.02389,0.1811,234.79217,248.35327,0.02389,4210.0,2557.0,826.5,242.41962,
1500.0,0.05,2.0,2.0,0.0,0.02389,0.1811,234.79217,248.35327,0.02389,4210.0,2564.0,0.14035,242.41962,
1500.0,0.05,3.0,2.0,0.0,0.02389,0.1811,234.79217,248.35327,0.02389,4210.0,2564.0,1068.75,242.41962,
1500.0,0.05,4.0,2.0,0.0,0.02389,0.1811,234.79217,248.35327,0.02389,4210.0,2557.0,1007.62716,242.41962,
1500.0,0.05,5.0,2.0,0.0,0.02389,0.1811,234.79217,248.35327,0.02389,4210.0,2561.0,0.10526,242.41962,
1500.0,0.05,6.0,2.0,0.0,0.02389,0.1811,234.79217,248.35327,0.02389,4210.0,2650.0,0.37861,242.41962,73.0
1500.0,0.05,1.0,2.0,0.0,0.01287,0.16879,238.60679,248.53662,0.01287,4209.0,2484.0,826.5,245.33789,
1500.0,0.05,2.0,2.0,0.0,0.01287,0.16879,238.60679,248.53662,0.01287,4209.0,2487.0,0.14035,245.33789,
1500.0,0.05,3.0,2.0,0.0,0.01287,0.16879,238.60679,248.53662,0.01287,4209.0,2489.0,1068.75,245.33789,
1500.0,0.05,4.0,2.0,0.0,0.01287,0.16879,238.60679,248.53662,0.01287,4209.0,2482.0,1007.62716,245.33789,
1500.0,0.05,5.0,2.0,0.0,0.01287,0.16879,238.60679,248.53662,0.01287,4209.0,2489.0,0.10526,245.33789,
1500.0,0.05,6.0,2.0,1.0,0.0,0.16879,238.60679,245.33789,0.0,4209.0,4212.0,0.09688,245.33789,80.0
1500.0,0.05,1.0,2.0,0.0,0.05125,0.17569,236.15344,249.60322,0.05125,4209.0,2507.0,826.5,236.81144,
1500.0,0.05,2.0,2.0,0.0,0.05125,0.17569,236.15344,249.60322,0.05125,4209.0,2511.0,0.14035,236.81144,
1500.0,0.05,3.0,2.0,0.0,0.05125,0.17569,236.15344,249.60322,0.05125,4209.0,2510.0,1068.75,236.81144,
1500.0,0.05,4.0,2.0,0.0,0.05125,0.17569,236.15344,249.60322,0.05125,4209.0,2502.0,1007.62716,236.81144,
1500.0,0.05,5.0,2.0,0.0,0.05125,0.17569,236.15344,249.60322,0.05125,4209.0,2503.0,0.10526,236.81144,
1500.0,0.05,6.0,2.0,0.0,0.05125,0.17569,236.15344,249.60322,0.05125,4209.0,2519.0,0.41273,236.81144,65.0
1500.0,0.05,1.0,2.0,0.0,0.02475,1.0,233.40556,246.91691,0.02475,4212.0,2320.0,826.5,240.80565,
1500.0,0.05,2.0,2.0,0.0,0.02475,1.0,233.40556,246.91691,0.02475,4212.0,2320.0,0.14035,240.80565,
1500.0,0.05,3.0,2.0,0.0,0.02475,1.0,233.40556,246.91691,0.02475,4212.0,2321.0,1068.75,240.80565,
1500.0,0.05,4.0,2.0,0.0,0.02475,1.0,233.40556,246.91691,0.02475,4212.0,2319.0,1007.62716,240.80565,
1500.0,0.05,5.0,2.0,0.0,0.02475,1.0,233.40556,246.91691,0.02475,4212.0,2315.0,0.10526,240.80565,
1500.0,0.05,6.0,2.0,0.0,0.02475,1.0,233.40556,246.91691,0.02475,4212.0,2428.0,0.39064,240.80565,80.0
1500.0,0.05,1.0,2.0,0.0,0.00171,0.20545,228.35458,241.83282,0.00171,4210.0,2415.0,826.5,241.41916,
1500.0,0.05,2.0,2.0,0.0,0.00171,0.20545,228.35458,241.83282,0.00171,4210.0,2414.0,0.14035,241.41916,
1500.0,0.05,3.0,2.0,0.0,0.00171,0.20545,228.35458,241.83282,0.00171,4210.0,2418.0,1068.75,241.41916,
1500.0,0.05,4.0,2.0,0.0,0.00171,0.20545,228.35458,241.83282,0.00171,4210.0,2416.0,1007.62716,241.41916,
1500.0,0.05,5.0,2.0,0.0,0.00171,0.20545,228.35458,241.83282,0.00171,4210.0,2414.0,0.10526,241.41916,
1500.0,0.05,6.0,2.0,0.0,0.00171,0.20545,228.35458,241.83282,0.00171,4210.0,4211.0,0.0,241.41916,73.0
1500.0,0.05,1.0,2.0,0.0,0.0301,0.1568,242.23805,250.03932,0.0301,4210.0,2538.0,826.5,242.51345,
1500.0,0.05,2.0,2.0,0.0,0.0301,0.1568,242.23805,250.03932,0.0301,4210.0,2541.0,0.14035,242.51345,
1500.0,0.05,3.0,2.0,0.0,0.0301,0.1568,242.23805,250.03932,0.0301,4210.0,2539.0,1068.75,242.51345,
1500.0,0.05,4.0,2.0,0.0,0.0301,0.1568,242.23805,250.03932,0.0301,4210.0,2538.0,1007.62716,242.51345,
1500.0,0.05,5.0,2.0,0.0,0.0301,0.1568,242.23805,250.03932,0.0301,4210.0,2538.0,0.10526,242.51345,
1500.0,0.05,6.0,2.0,0.0,0.0301,0.1568,242.23805,250.03932,0.0301,4210.0,2561.0,0.40525,242.51345,64.0
1500.0,0.05,1.0,2.0,0.0,0.02375,0.18755,233.79623,247.41376,0.02375,4212.0,2488.0,826.5,241.53861,
1500.0,0.05,2.0,2.0,0.0,0.02375,0.18755,233.79623,247.41376,0.02375,4212.0,2490.0,0.14035,241.53861,
1500.0,0.05,3.0,2.0,0.0,0.02375,0.18755,233.79623,247.41376,0.02375,4212.0,2487.0,1068.75,241.53861,
1500.0,0.05,4.0,2.0,0.0,0.02375,0.18755,233.79623,247.41376,0.02375,4212.0,2488.0,1007.62716,241.53861,
1500.0,0.05,5.0,2.0,0.0,0.02375,0.18755,233.79623,247.41376,0.02375,4212.0,2492.0,0.10526,241.53861,
1500.0,0.05,6.0,2.0,0.0,0.02375,0.18755,233.79623,247.41376,0.02375,4212.0,2457.0,0.3826,241.53861,65.0
1500.0,0.07,1.0,2.0,0.0,0.03831,0.21533,230.32964,249.51927,0.03831,4212.0,2450.0,809.1,239.95903,
1500.0,0.07,2.0,2.0,0.0,0.03831,0.21533,230.32964,249.51927,0.03831,4212.0,2446.0,0.14337,239.95903,
1500.0,0.07,3.0,2.0,0.0,0.03831,0.21533,230.32964,249.51927,0.03831,4212.0,2449.0,1046.25,239.95903,
1500.0,0.07,4.0,2.0,0.0,0.03831,0.21533,230.32964,249.51927,0.03831,4212.0,2452.0,986.41396,239.95903,
1500.0,0.07,5.0,2.0,0.0,0.03831,0.21533,230.32964,249.51927,0.03831,4212.0,2453.0,0.10753,239.95903,
1500.0,0.07,6.0,2.0,0.0,0.03831,0.21533,230.32964,249.51927,0.03831,4212.0,2400.0,0.42768,239.95903,52.0
1500.0,0.07,1.0,2.0,0.0,0.03448,0.18777,238.61681,257.81793,0.03448,4212.0,2475.0,809.1,248.92872,
1500.0,0.07,2.0,2.0,0.0,0.03448,0.18777,238.61681,257.81793,0.03448,4212.0,2475.0,0.14337,248.92872,
1500.0,0.07,3.0,2.0,0.0,0.03448,0.18777,238.61681,257.81793,0.03448,4212.0,2476.0,1046.25,248.92872,
1500.0,0.07,4.0,2.0,0.0,0.03448,0.18777,238.61681,257.81793,0.03448,4212.0,2480.0,986.41396,248.92872,
1500.0,0.07,5.0,2.0,0.0,0.03448,0.18777,238.61681,257.81793,0.03448,4212.0,2475.0,0.10753,248.92872,
1500.0,0.07,6.0,2.0,0.0,0.03448,0.18777,238.61681,257.81793,0.03448,4212.0,2542.0,0.40236,248.92872,60.0
1500.0,0.07,1.0,2.0,0.0,0.03237,0.22557,227.69521,246.85355,0.03237,4212.0,2435.0,809.1,238.86221,
1500.0,0.07,2.0,2.0,0.0,0.03237,0.22557,227.69521,246.85355,0.03237,4212.0,2433.0,0.14337,238.86221,
1500.0,0.07,3.0,2.0,0.0,0.03237,0.22557,227.69521,246.85355,0.03237,4212.0,2436.0,1046.25,238.86221,
1500.0,0.07,4.0,2.0,0.0,0.03237,0.22557,227.69521,246.85355,0.03237,4212.0,2438.0,986.41396,238.86221,
1500.0,0.07,5.0,2.0,0.0,0.03237,0.22557,227.69521,246.85355,0.03237,4212.0,2439.0,0.10753,238.86221,
1500.0,0.07,6.0,2.0,0.0,0.03237,0.22557,227.69521,246.85355,0.03237,4212.0,2430.0,0.39893,238.86221,62.0
1500.0,0.07,1.0,2.0,0.0,0.0374,0.20063,234.47115,253.66039,0.0374,4212.0,2461.0,809.1,244.17426,
1500.0,0.07,2.0,2.0,0.0,0.0374,0.20063,234.47115,253.66039,0.0374,4212.0,2459.0,0.14337,244.17426,
1500.0,0.07,3.0,2.0,0.0,0.0374,0.20063,234.47115,253.66039,0.0374,4212.0,2459.0,1046.25,244.17426,
1500.0,0.07,4.0,2.0,0.0,0.0374,0.20063,234.47115,253.66039,0.0374,4212.0,2461.0,986.41396,244.17426,
1500.0,0.07,5.0,2.0,0.0,0.0374,0.20063,234.47115,253.66039,0.0374,4212.0,2462.0,0.10753,244.17426,
1500.0,0.07,6.0,2.0,0.0,0.0374,0.20063,234.47115,253.66039,0.0374,4212.0,2441.0,0.4192,244.17426,53.0
1500.0,0.07,1.0,2.0,0.0,0.02776,1.0,234.87328,254.08938,0.02776,4211.0,2484.0,809.1,247.03578,
1500.0,0.07,2.0,2.0,0.0,0.02776,1.0,234.87328,254.08938,0.02776,4211.0,2477.0,0.14337,247.03578,
1500.0,0.07,3.0,2.0,0.0,0.02776,1.0,234.87328,254.08938,0.02776,4211.0,2484.0,1046.25,247.03578,
1500.0,0.07,4.0,2.0,0.0,0.02776,1.0,234.87328,254.08938,0.02776,4211.0,2486.0,986.41396,247.03578,
1500.0,0.07,5.0,2.0,0.0,0.02776,1.0,234.87328,254.08938,0.02776,4211.0,2484.0,0.10753,247.03578,
1500.0,0.07,6.0,2.0,0.0,0.02776,1.0,234.87328,254.08938,0.02776,4211.0,2519.0,0.36798,247.03578,51.0
1500.0,0.07,1.0,2.0,0.0,0.06009,0.18803,237.53701,254.98706,0.06009,4211.0,2427.0,809.1,239.66569,
1500.0,0.07,2.0,2.0,0.0,0.06009,0.18803,237.53701,254.98706,0.06009,4211.0,2423.0,0.14337,239.66569,
1500.0,0.07,3.0,2.0,0.0,0.06009,0.18803,237.53701,254.98706,0.06009,4211.0,2423.0,1046.25,239.66569,
1500.0,0.07,4.0,2.0,0.0,0.06009,0.18803,237.53701,254.98706,0.06009,4211.0,2425.0,986.41396,239.66569,
1500.0,0.07,5.0,2.0,0.0,0.06009,0.18803,237.53701,254.98706,0.06009,4211.0,2423.0,0.10753,239.66569,
1500.0,0.07,6.0,2.0,0.0,0.06009,0.18803,237.53701,254.98706,0.06009,4211.0,2412.0,0.42705,239.66569,52.0
1500.0,0.07,1.0,2.0,0.0,0.03827,0.2067,233.40556,252.56936,0.03827,4211.0,2338.0,809.1,242.90293,
1500.0,0.07,2.0,2.0,0.0,0.03827,0.2067,233.40556,252.56936,0.03827,4211.0,2336.0,0.14337,242.90293,
1500.0,0.07,3.0,2.0,0.0,0.03827,0.2067,233.40556,252.56936,0.03827,4211.0,2339.0,1046.25,242.90293,
1500.0,0.07,4.0,2.0,0.0,0.03827,0.2067,233.40556,252.56936,0.03827,4211.0,2335.0,986.41396,242.90293,
1500.0,0.07,5.0,2.0,0.0,0.03827,0.2067,233.40556,252.56936,0.03827,4211.0,2337.0,0.10753,242.90293,
1500.0,0.07,6.0,2.0,0.0,0.03827,0.2067,233.40556,252.56936,0.03827,4211.0,2336.0,0.42433,242.90293,59.0
1500.0,0.07,1.0,2.0,0.0,0.01953,0.19641,236.06075,247.12082,0.01953,4212.0,2455.0,809.1,242.29565,
1500.0,0.07,2.0,2.0,0.0,0.01953,0.19641,236.06075,247.12082,0.01953,4212.0,2463.0,0.14337,242.29565,
1500.0,0.07,3.0,2.0,0.0,0.01953,0.19641,236.06075,247.12082,0.01953,4212.0,2464.0,1046.25,242.29565,
1500.0,0.07,4.0,2.0,0.0,0.01953,0.19641,236.06075,247.12082,0.01953,4212.0,2466.0,986.41396,242.29565,
1500.0,0.07,5.0,2.0,0.0,0.01953,0.19641,236.06075,247.12082,0.01953,4212.0,2466.0,0.10753,242.29565,
1500.0,0.07,6.0,2.0,0.0,0.01953,0.19641,236.06075,247.12082,0.01953,4212.0,2808.0,0.33599,242.29565,91.0
1500.0,0.07,1.0,2.0,0.0,0.04591,0.19487,236.41393,255.58897,0.04591,4209.0,2431.0,809.1,243.85527,
1500.0,0.07,2.0,2.0,0.0,0.04591,0.19487,236.41393,255.58897,0.04591,4209.0,2437.0,0.14337,243.85527,
1500.0,0.07,3.0,2.0,0.0,0.04591,0.19487,236.41393,255.58897,0.04591,4209.0,2437.0,1046.25,243.85527,
1500.0,0.07,4.0,2.0,0.0,0.04591,0.19487,236.41393,255.58897,0.04591,4209.0,2431.0,986.41396,243.85527,
1500.0,0.07,5.0,2.0,0.0,0.04591,0.19487,236.41393,255.58897,0.04591,4209.0,2438.0,0.10753,243.85527,
1500.0,0.07,6.0,2.0,0.0,0.04591,0.19487,236.41393,255.58897,0.04591,4209.0,2432.0,0.42294,243.85527,53.0
1500.0,0.07,1.0,2.0,0.0,0.04462,0.20438,233.79623,253.02033,0.04462,4212.0,2501.0,809.1,241.73065,
1500.0,0.07,2.0,2.0,0.0,0.04462,0.20438,233.79623,253.02033,0.04462,4212.0,2521.0,0.14337,241.73065,
1500.0,0.07,3.0,2.0,0.0,0.04462,0.20438,233.79623,253.02033,0.04462,4212.0,2516.0,1046.25,241.73065,
1500.0,0.07,4.0,2.0,0.0,0.04462,0.20438,233.79623,253.02033,0.04462,4212.0,2517.0,986.41396,241.73065,
1500.0,0.07,5.0,2.0,0.0,0.04462,0.20438,233.79623,253.02033,0.04462,4212.0,2521.0,0.10753,241.73065,
1500.0,0.07,6.0,2.0,0.0,0.04462,0.20438,233.79623,253.02033,0.04462,4212.0,2549.0,0.42667,241.73065,56.0
