,iter1,iter2,iter3,iter4,iter5,iter6,iter7,iter8,iter9,iter10,iter11,iter12,iter13,iter14,iter15,iter16,iter17,iter18,iter19,iter20,iter21,iter22,iter23,iter24,iter25,iter26,iter27,iter28,iter29,iter30
t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34
t9,32.58,32.58,32.58,32.58,32.58,32.58,32.58,53.924,53.924,53.924,53.924,53.924,53.924,53.924,53.924,53.924,53.924,53.924,56.92,56.92,56.92,56.92,54.88,54.88,45.66,45.66,45.66,27.611,27.611,27.611
t10,166.407,166.407,166.407,166.407,166.407,166.407,166.407,572.73,572.73,572.73,572.73,572.73,572.73,572.73,572.73,572.73,572.73,572.73,579.98,559.04,559.04,559.04,559.04,559.04,519.399,519.399,493.58,485.94,485.94,485.94
t11,724.39,724.39,724.39,724.39,724.39,724.39,724.39,724.39,724.39,724.39,724.39,724.39,724.39,724.39,724.39,724.39,724.39,724.39,753.04,719.88,680.464,680.464,680.464,680.464,690.437,692.927,692.927,763.78,733.96,733.96
t12,241.2,241.2,241.2,241.2,241.2,241.2,241.2,801.23,804.119,804.119,418.6,418.6,418.6,418.983,418.983,427.263,479.237,479.237,770.218,794.172,895.651,895.651,856.2,856.2,856.2,856.2,748.252,866.06,846.81,846.81
t13,598.68,598.68,598.68,598.68,598.68,598.68,598.68,935.99,935.99,935.99,795.985,795.985,795.985,795.985,795.985,795.985,940.327,986.272,986.272,986.272,960.07,960.07,940.522,940.522,940.522,940.522,859.04,916.813,916.813,916.813
t14,917.09,917.09,917.09,917.09,917.09,917.09,917.09,985.92,985.92,985.92,985.92,985.92,985.92,985.447,985.447,985.447,985.447,938.788,938.788,1013.109,864.628,864.628,864.628,864.628,864.628,864.628,864.628,864.628,771.723,771.723
t15,668.31,668.31,668.31,668.31,668.31,668.31,668.31,907.56,907.56,907.56,907.56,907.56,907.56,907.56,907.56,964.825,964.825,964.825,964.825,873.07,873.07,890.148,887.308,887.308,887.308,891.195,891.195,920.147,920.147,920.147
t16,969.12,969.12,969.12,969.12,969.12,969.12,969.12,969.12,967.995,967.995,947.49,947.49,947.49,947.49,947.49,903.91,903.91,903.91,903.91,903.91,903.91,918.16,917.68,917.68,917.68,910.39,910.39,875.17,875.17,875.17
t17,754.37,754.37,766.96,766.96,766.96,766.96,766.96,803.88,803.88,803.88,803.88,803.88,803.88,803.88,803.88,794.66,794.66,794.66,794.66,794.66,794.66,794.66,794.66,794.66,794.66,794.66,794.66,794.01,794.01,794.01
t18,860.18,860.18,847.59,847.59,847.59,847.59,847.59,847.59,847.59,847.59,847.59,847.59,847.59,847.59,847.59,847.59,847.59,847.59,847.59,847.59,829.33,799.2,799.2,799.2,799.2,799.2,799.2,799.2,799.2,799.2
t19,171.12,171.12,171.12,171.12,171.12,171.12,171.12,183.32,183.685,183.685,183.685,183.685,183.685,183.685,183.685,181.82,181.82,181.82,181.82,181.82,181.82,187.69,191.01,191.01,191.01,191.01,191.01,191.29,188,188
t20,135.53,135.53,135.53,135.53,135.53,135.53,135.53,135.53,133.95,133.95,133.95,133.95,133.95,128.31,128.31,128.31,128.31,128.282,128.282,128.282,126.62,126.62,126.62,126.62,126.62,129.24,129.24,129.24,132.006,132.006
t21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t24,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480
