523      0.016
477 10      0.389       0.008 Equation   Const_4_2 (2200)
474 9      0.312       0.008 Equation   Const_4_1 (2200)
469 1      0.301       0.007 Equation   Const_3_2 (2300)
466 2      0.265       0.007 Equation   Const_3_1 (2300)
480 3      0.212       0.009 Equation   Const_5 (2300)
450 6      0.275       0.006 Equation   Const1_1 (2400)
441 4      0.233       0.004 Equation   Objective (1)
484 7      0.168       0.009 Equation   Const_6 (2300)
536 5      0.704       0.010 GAMS Fini   
536 8      1.504       0.010 Solve Fini schedule (73525)
