,Omega,Tolerance,Step Size Rule,Iterations,Converged?,Gap LR,Gap Naive,Obj. Naive,Obj. LR,Gap,Time Naive,Time LR,Final Lambda,LB Heuristic,IR,AP
0,900.0,0.03,1.0,8.0,0.0,0.04354,0.14138,239.78293,255.38537,0.04354,4249.0,2251.0,412.38,244.2649,0.0,0.0
1,900.0,0.03,2.0,3.0,0.0,0.04354,0.14138,239.78293,255.38537,0.04354,4249.0,2869.0,0.45819,244.2649,0.0,0.0
2,900.0,0.03,3.0,10.0,0.0,0.04354,0.14138,239.78293,255.38537,0.04354,4249.0,2251.0,572.13994,244.2649,0.0,0.0
3,900.0,0.03,4.0,8.0,0.0,0.04354,0.14138,239.78293,255.38537,0.04354,4249.0,2251.0,545.36731,244.2649,0.0,0.0
4,900.0,0.03,5.0,3.0,0.0,0.04354,0.14138,239.78293,255.38537,0.04354,4249.0,3218.0,0.28637,244.2649,0.0,0.0
5,900.0,0.03,6.0,3.0,0.0,0.04354,0.14138,239.78293,255.38537,0.04354,4249.0,4300.0,0.03687,244.2649,0.0,0.0
