,Omega,Tolerance,Step Size Rule,Iterations,Converged?,Gap LR,Gap Naive,Obj. Naive,Obj. LR,Gap,Time Naive,Time LR,Final Lambda,LB Heuristic,Heuristic Time,IR,AP
0,1500.0,0.07,1.0,2.0,0.0,0.0403,0.18076,241.06781,259.82585,0.0403,4212.0,2351.0,809.1,249.35589,,-262.06837,0.0
1,1500.0,0.07,2.0,1.0,1.0,0.0,0.18076,241.06781,249.35589,0.0,4212.0,2117.0,0.18296,249.35589,,-262.06837,0.0
2,1500.0,0.07,3.0,2.0,0.0,0.0403,0.18076,241.06781,259.82585,0.0403,4212.0,2349.0,1046.25,249.35589,,-262.06837,0.0
3,1500.0,0.07,4.0,2.0,0.0,0.0403,0.18076,241.06781,259.82585,0.0403,4212.0,2349.0,986.41396,249.35589,,-262.06837,0.0
4,1500.0,0.07,5.0,2.0,0.0,0.0403,0.18076,241.06781,259.82585,0.0403,4212.0,2347.0,0.10753,249.35589,,-262.06837,0.0
5,1500.0,0.07,6.0,2.0,0.0,0.0403,0.18076,241.06781,259.82585,0.0403,4212.0,2355.0,0.41567,249.35589,56.0,-262.06837,0.0
