1437      0.035
1466 4      0.075       0.020 Equation   Const_3_1 (13800)
1358 6      0.198       0.004 Loop       
1477 2      0.099       0.030 Equation   Const_4_2 (13200)
1516 7      1.063       0.039 Solve Fini schedule (441025)
1469 8      0.040       0.024 Equation   Const_3_2 (13800)
1516 3      0.281       0.039 GAMS Fini   
1441 1      0.184       0.009 Equation   Objective (1)
1474 10      0.100       0.027 Equation   Const_4_1 (13200)
1450 9      0.040       0.017 Equation   Const1_1 (14400)
1484 5      0.048       0.038 Equation   Const_6 (13800)
