5536      0.037
3256 3      0.075       0.048 GAMS Fini   
3129 8      0.047       0.005 Loop       
3128 7      0.691       0.005 Loop       
3129 1      0.048       0.005 Loop       
3129 9      0.063       0.005 Loop       
3129 5      0.048       0.005 Loop       
3202 4      0.113       0.018 Equation   Objective (1)
3256 6      0.305       0.048 Solve Fini schedule (319525)
3129 2      0.065       0.005 Loop       
3129 10      0.047       0.005 Loop       
