3375      0.025
2012 8      0.037       0.004 Loop       
2012 3      0.030       0.004 Loop       
2145 4      0.314       0.030 Solve Fini schedule (191725)
2145 7      0.113       0.030 GAMS Fini   
2012 10      0.031       0.004 Loop       
2012 1      0.029       0.004 Loop       
2088 5      0.086       0.012 Equation   Objective (1)
2011 2      0.479       0.004 Loop       
2016 6      0.028       0.004 Assignment dummy (900)
2012 9      0.040       0.004 Loop       
