3375      0.025
2145 8      0.152       0.030 GAMS Fini   
2012 9      0.040       0.004 Loop       
2012 1      0.049       0.004 Loop       
2012 5      0.026       0.004 Loop       
2088 3      0.056       0.012 Equation   Objective (1)
2090 2      0.035       0.023 Equation   Const1 (20700)
2016 6      0.032       0.004 Assignment dummy (900)
2011 7      0.482       0.004 Loop       
2145 4      0.267       0.030 Solve Fini schedule (191724)
2012 10      0.025       0.004 Loop       
