5536      0.039
3256 7      0.106       0.048 GAMS Fini   
3129 8      0.061       0.005 Loop       
3129 1      0.042       0.005 Loop       
3129 6      0.069       0.005 Loop       
3129 4      0.039       0.005 Loop       
3202 2      0.080       0.018 Equation   Objective (1)
3128 10      0.738       0.005 Loop       
3256 9      0.243       0.048 Solve Fini schedule (319525)
3129 3      0.043       0.005 Loop       
3129 5      0.045       0.005 Loop       
