 ,value
scen129,0.0094
scen130,0.0116
scen131,0.0064
scen132,0.0184
scen133,0.0084
scen134,0.0102
scen135,0.0096
scen136,0.0132
scen137,0.0096
scen138,0.0108
scen139,0.0084
scen140,0.0078
scen141,0.0046
scen142,0.01
scen143,0.0078
scen144,0.0086
scen145,0.0124
scen146,0.008
scen147,0.0076
scen148,0.0058
scen149,0.0046
scen150,0.0064
scen151,0.0056
scen152,0.0072
scen153,0.0062
scen154,0.004
scen155,0.004
scen156,0.0066
scen157,0.0062
scen158,0.0128
scen159,0.0058
scen160,0.0068
scen161,0.0086
scen162,0.0078
scen163,0.0064
scen164,0.0108
scen165,0.0116
scen166,0.0096
scen167,0.0064
scen168,0.0084
scen169,0.0102
scen170,0.0096
scen171,0.0132
scen172,0.0046
scen173,0.0096
scen174,0.0084
scen175,0.0078
scen176,0.0046
scen177,0.01
scen178,0.0078
scen179,0.0086
scen180,0.0106
scen181,0.008
scen182,0.0076
scen183,0.0058
scen184,0.0072
scen185,0.0078
scen186,0.0056
scen187,0.0072
scen188,0.0062
scen189,0.004
scen190,0.004
scen191,0.0066
scen192,0.0062
scen193,0.0128
scen194,0.0058
scen195,0.0068
scen196,0.0086
scen197,0.0034
scen198,0.0022
scen199,0.0056
scen200,0.0124
scen201,0.0102
scen202,0.0096
scen203,0.0084
scen204,0.0106
scen205,0.0096
scen206,0.0064
scen207,0.0078
scen208,0.0078
scen209,0.0086
scen210,0.0132
scen211,0.0046
scen212,0.0096
scen213,0.0084
scen214,0.004
scen215,0.0046
scen216,0.01
scen217,0.0086
scen218,0.0054
scen219,0.0124
scen220,0.008
scen221,0.0076
scen222,0.0058
scen223,0.0072
scen224,0.0078
scen225,0.0056
scen226,0.0072
scen227,0.0062
scen228,0.0072
scen229,0.004
scen230,0.0066
scen231,0.0062
scen232,0.0128
scen233,0.0058
scen234,0.0068
scen235,0.0056
scen236,0.0034
scen237,0.0022
scen238,0.0056
scen239,0.0036
scen240,0.0022
scen241,0.0028
scen242,0.0044
scen243,0.0054
scen244,0.0096
scen245,0.0044
scen246,0.0078
scen247,0.0086
scen248,0.0096
scen249,0.0084
scen250,0.0046
scen251,0.0078
scen252,0.0124
scen253,0.0132
scen254,0.0046
scen255,0.0056
scen256,0.0062
scen257,0.004
scen258,0.0062
scen259,0.01
scen260,0.0086
scen261,0.0054
scen262,0.0056
scen263,0.008
scen264,0.0076
scen265,0.0058
scen266,0.0072
scen267,0.0078
scen268,0.0054
scen269,0.0072
scen270,0.0064
scen271,0.0072
scen272,0.004
scen273,0.0066
scen274,0.007
scen275,0.0128
scen276,0.0058
scen277,0.0068
scen278,0.0056
scen279,0.0034
scen280,0.0022
scen281,0.0062
scen282,0.0036
scen283,0.0022
scen284,0.0028
scen285,0.0044
scen286,0.0054
scen287,0.0048
scen288,0.0022
scen289,0.0032
scen290,0.002
scen291,0.0036
scen292,0.0096
scen293,0.0132
scen294,0.0084
scen295,0.0078
scen296,0.008
scen297,0.0062
scen298,0.0046
scen299,0.01
scen300,0.0054
scen301,0.0076
scen302,0.0046
scen303,0.0056
scen304,0.0064
scen305,0.004
scen306,0.0062
scen307,0.0058
scen308,0.0086
scen309,0.0048
scen310,0.0056
scen311,0.0066
scen312,0.0072
scen313,0.0058
scen314,0.0072
scen315,0.0078
scen316,0.0054
scen317,0.0072
scen318,0.0024
scen319,0.0072
scen320,0.004
scen321,0.0066
scen322,0.007
scen323,0.0128
scen324,0.0046
scen325,0.0068
scen326,0.0056
scen327,0.0034
scen328,0.0022
scen329,0.0062
scen330,0.0036
scen331,0.0022
scen332,0.0028
scen333,0.0044
scen334,0.0054
scen335,0.0048
scen336,0.0022
scen337,0.0032
scen338,0.002
scen339,0.0036
scen340,0.0048
scen341,0.002
scen342,0.0032
scen343,0.002
scen344,0.0052
scen345,0.0084
scen346,0.0058
scen347,0.0062
scen348,0.0128
scen349,0.008
scen350,0.0056
scen351,0.0046
scen352,0.0086
scen353,0.0098
scen354,0.0076
scen355,0.0046
scen356,0.0078
scen357,0.0064
scen358,0.004
scen359,0.0062
scen360,0.0084
scen361,0.0056
scen362,0.0048
scen363,0.0062
scen364,0.0066
scen365,0.0072
scen366,0.0058
scen367,0.0072
scen368,0.0036
scen369,0.0054
scen370,0.0072
scen371,0.0034
scen372,0.0072
scen373,0.004
scen374,0.0066
scen375,0.007
scen376,0.0066
scen377,0.0046
scen378,0.0068
scen379,0.0026
scen380,0.0034
scen381,0.0022
scen382,0.0048
scen383,0.0036
scen384,0.0022
scen385,0.0028
scen386,0.0044
scen387,0.0054
scen388,0.0048
scen389,0.0022
scen390,0.0032
scen391,0.002
scen392,0.0038
scen393,0.0048
scen394,0.002
scen395,0.0032
scen396,0.002
scen397,0.0052
scen398,0.0012
scen399,0.0024
scen400,0.003
scen401,0.0034
scen402,0.0028
scen403,0.0018
scen404,0.0076
scen405,0.0062
scen406,0.0046
scen407,0.0086
scen408,0.0046
scen409,0.0056
scen410,0.004
scen411,0.0084
scen412,0.0048
scen413,0.0064
scen414,0.0058
scen415,0.0078
scen416,0.0064
scen417,0.0052
scen418,0.0062
scen419,0.0066
scen420,0.0056
scen421,0.0048
scen422,0.0036
scen423,0.0066
scen424,0.0072
scen425,0.0048
scen426,0.0072
scen427,0.0036
scen428,0.0054
scen429,0.0072
scen430,0.0034
scen431,0.0072
scen432,0.004
scen433,0.0066
scen434,0.007
scen435,0.0054
scen436,0.0046
scen437,0.0068
scen438,0.0026
scen439,0.0034
scen440,0.0022
scen441,0.0028
scen442,0.0036
scen443,0.0022
scen444,0.0028
scen445,0.0044
scen446,0.0054
scen447,0.0052
scen448,0.0022
scen449,0.0032
scen450,0.002
scen451,0.0038
scen452,0.0048
scen453,0.002
scen454,0.0032
scen455,0.002
scen456,0.0052
scen457,0.0012
scen458,0.0024
scen459,0.003
scen460,0.0034
scen461,0.0028
scen462,0.0018
scen463,0.0032
scen464,0.0026
scen465,0.003
scen466,0.0064
scen467,0.0046
scen468,0.0026
scen469,0.0046
scen470,0.0058
scen471,0.0054
scen472,0.0086
scen473,0.0064
scen474,0.0064
scen475,0.0062
scen476,0.0084
scen477,0.0048
scen478,0.0048
scen479,0.0072
scen480,0.0032
scen481,0.0072
scen482,0.0056
scen483,0.007
scen484,0.0066
scen485,0.0056
scen486,0.0048
scen487,0.0036
scen488,0.0066
scen489,0.0072
scen490,0.0048
scen491,0.0032
scen492,0.0036
scen493,0.0032
scen494,0.0052
scen495,0.0034
scen496,0.0072
scen497,0.004
scen498,0.0066
scen499,0.0064
scen500,0.0054
scen501,0.0046
scen502,0.0068
scen503,0.0026
scen504,0.0034
scen505,0.0022
scen506,0.0028
scen507,0.0036
scen508,0.0022
scen509,0.0028
scen510,0.0044
scen511,0.0054
scen512,0.0052
scen513,0.0022
scen514,0.0028
scen515,0.002
scen516,0.0038
scen517,0.0048
scen518,0.002
scen519,0.0022
scen520,0.002
scen521,0.0038
scen522,0.0012
scen523,0.0024
scen524,0.003
scen525,0.0034
scen526,0.0028
scen527,0.0018
scen528,0.0032
scen529,0.0026
scen530,0.003
scen531,0.0024
scen532,0.0046
scen533,0.0026
scen534,0.002
scen535,0.0022
scen536,0.0018
scen537,0.0024
scen538,0.003
scen539,0.0018
scen540,0.003
scen541,0.0072
scen542,0.0084
scen543,0.007
scen544,0.0056
scen545,0.0066
scen546,0.0064
scen547,0.0056
scen548,0.0068
scen549,0.0048
scen550,0.0054
scen551,0.004
scen552,0.0032
scen553,0.0072
scen554,0.0072
scen555,0.0066
scen556,0.0066
scen557,0.0066
scen558,0.0048
scen559,0.0036
scen560,0.0022
scen561,0.0028
scen562,0.0048
scen563,0.0032
scen564,0.0036
scen565,0.0032
scen566,0.0052
scen567,0.0034
scen568,0.003
scen569,0.004
scen570,0.0026
scen571,0.0064
scen572,0.0054
scen573,0.0046
scen574,0.0018
scen575,0.0026
scen576,0.0034
scen577,0.0022
scen578,0.0028
scen579,0.0036
scen580,0.0046
scen581,0.0028
scen582,0.0044
scen583,0.0044
scen584,0.0052
scen585,0.0022
scen586,0.0028
scen587,0.002
scen588,0.0038
scen589,0.0048
scen590,0.002
scen591,0.0022
scen592,0.002
scen593,0.0038
scen594,0.0012
scen595,0.0024
scen596,0.0026
scen597,0.0034
scen598,0.0028
scen599,0.0018
scen600,0.0032
scen601,0.0054
scen602,0.003
scen603,0.0024
scen604,0.0046
scen605,0.0026
scen606,0.002
scen607,0.0022
scen608,0.0018
scen609,0.0024
scen610,0.003
scen611,0.0018
scen612,0.003
scen613,0.0018
scen614,0.0018
scen615,0.001
scen616,0.0028
scen617,0.0016
scen618,0.003
scen619,0.0028
scen620,0.002
scen621,0.0056
scen622,0.0044
scen623,0.0072
scen624,0.0048
scen625,0.0028
scen626,0.0052
scen627,0.0072
scen628,0.0068
scen629,0.0048
scen630,0.0044
scen631,0.004
scen632,0.0032
scen633,0.0034
scen634,0.004
scen635,0.0064
scen636,0.0066
scen637,0.0066
scen638,0.0022
scen639,0.0036
scen640,0.0022
scen641,0.0042
scen642,0.0048
scen643,0.0032
scen644,0.0036
scen645,0.0032
scen646,0.0036
scen647,0.0024
scen648,0.003
scen649,0.0028
scen650,0.0026
scen651,0.0056
scen652,0.0054
scen653,0.0046
scen654,0.0018
scen655,0.0026
scen656,0.0034
scen657,0.0046
scen658,0.0028
scen659,0.0036
scen660,0.0046
scen661,0.0028
scen662,0.0044
scen663,0.0032
scen664,0.0052
scen665,0.0022
scen666,0.0028
scen667,0.002
scen668,0.0038
scen669,0.0048
scen670,0.002
scen671,0.0022
scen672,0.002
scen673,0.0038
scen674,0.0012
scen675,0.0038
scen676,0.0026
scen677,0.0034
scen678,0.0026
scen679,0.0018
scen680,0.0032
scen681,0.0054
scen682,0.003
scen683,0.0024
scen684,0.0046
scen685,0.0026
scen686,0.002
scen687,0.0022
scen688,0.0018
scen689,0.0024
scen690,0.003
scen691,0.0018
scen692,0.003
scen693,0.0018
scen694,0.0018
scen695,0.001
scen696,0.0028
scen697,0.0016
scen698,0.003
scen699,0.0028
scen700,0.002
scen701,0.003
scen702,0.0028
scen703,0.0038
scen704,0.0022
scen705,0.0028
scen706,0.002
scen707,0.0028
scen708,0.0018
scen709,0.0044
scen710,0.0066
scen711,0.0034
scen712,0.0048
scen713,0.004
scen714,0.0024
scen715,0.0064
scen716,0.0046
scen717,0.0022
scen718,0.0022
scen719,0.0048
scen720,0.0032
scen721,0.0036
scen722,0.004
scen723,0.0056
scen724,0.0054
scen725,0.002
scen726,0.0034
scen727,0.0036
scen728,0.0046
scen729,0.0042
scen730,0.0044
scen731,0.0032
scen732,0.0036
scen733,0.0032
scen734,0.002
scen735,0.003
scen736,0.003
scen737,0.0028
scen738,0.0026
scen739,0.0052
scen740,0.0026
scen741,0.0022
scen742,0.0018
scen743,0.0026
scen744,0.0046
scen745,0.0046
scen746,0.0028
scen747,0.0036
scen748,0.0044
scen749,0.0028
scen750,0.0044
scen751,0.0032
scen752,0.0052
scen753,0.0022
scen754,0.0028
scen755,0.002
scen756,0.0038
scen757,0.0048
scen758,0.002
scen759,0.0022
scen760,0.0016
scen761,0.0038
scen762,0.0012
scen763,0.0038
scen764,0.0026
scen765,0.0034
scen766,0.0026
scen767,0.0018
scen768,0.0032
scen769,0.0054
scen770,0.003
scen771,0.0024
scen772,0.0046
scen773,0.003
scen774,0.002
scen775,0.0024
scen776,0.0018
scen777,0.0024
scen778,0.003
scen779,0.0018
scen780,0.003
scen781,0.0018
scen782,0.0018
scen783,0.001
scen784,0.0028
scen785,0.0016
scen786,0.003
scen787,0.0028
scen788,0.002
scen789,0.003
scen790,0.0028
scen791,0.0038
scen792,0.0022
scen793,0.0028
scen794,0.002
scen795,0.0028
scen796,0.0018
scen797,0.0026
scen798,0.002
scen799,0.0032
scen800,0.002
scen801,0.0018
scen802,0.0024
scen803,0.0022
scen804,0.0012
scen805,0.0026
scen806,0.0036
scen807,0.0048
scen808,0.0036
scen809,0.002
scen810,0.0046
scen811,0.0032
scen812,0.0064
scen813,0.0054
scen814,0.0034
scen815,0.0044
scen816,0.0044
scen817,0.003
scen818,0.003
scen819,0.004
scen820,0.0056
scen821,0.0032
scen822,0.0026
scen823,0.0046
scen824,0.0036
scen825,0.003
scen826,0.0042
scen827,0.0052
scen828,0.0032
scen829,0.0038
scen830,0.0014
scen831,0.002
scen832,0.0038
scen833,0.003
scen834,0.0028
scen835,0.0026
scen836,0.0052
scen837,0.0026
scen838,0.0022
scen839,0.0018
scen840,0.0018
scen841,0.003
scen842,0.0046
scen843,0.0028
scen844,0.0036
scen845,0.002
scen846,0.0028
scen847,0.0044
scen848,0.0032
scen849,0.0026
scen850,0.0022
scen851,0.0028
scen852,0.002
scen853,0.002
scen854,0.0048
scen855,0.002
scen856,0.0022
scen857,0.0016
scen858,0.0038
scen859,0.0012
scen860,0.001
scen861,0.0026
scen862,0.0034
scen863,0.0026
scen864,0.0018
scen865,0.0032
scen866,0.0054
scen867,0.003
scen868,0.0024
scen869,0.0046
scen870,0.003
scen871,0.002
scen872,0.0024
scen873,0.0018
scen874,0.0024
scen875,0.003
scen876,0.0024
scen877,0.004
scen878,0.0018
scen879,0.0018
scen880,0.001
scen881,0.0028
scen882,0.0016
scen883,0.003
scen884,0.0028
scen885,0.0014
scen886,0.0024
scen887,0.0028
scen888,0.0038
scen889,0.0022
scen890,0.0028
scen891,0.002
scen892,0.0028
scen893,0.0018
scen894,0.0012
scen895,0.002
scen896,0.0032
scen897,0.002
scen898,0.0018
scen899,0.0024
scen900,0.0022
scen901,0.0012
scen902,0.0026
scen903,0.002
scen904,0.0026
scen905,0.0016
scen906,0.0022
scen907,0.001
scen908,0.001
scen909,0.002
scen910,0.0008
scen911,0.0014
scen912,0.0012
scen913,0.0036
scen914,0.0044
scen915,0.0052
scen916,0.0054
scen917,0.0032
scen918,0.003
scen919,0.0024
scen920,0.0026
scen921,0.0036
scen922,0.0044
scen923,0.002
scen924,0.0014
scen925,0.003
scen926,0.0028
scen927,0.0024
scen928,0.0032
scen929,0.0018
scen930,0.0046
scen931,0.0028
scen932,0.003
scen933,0.0042
scen934,0.0052
scen935,0.002
scen936,0.0038
scen937,0.0022
scen938,0.002
scen939,0.0038
scen940,0.0038
scen941,0.0026
scen942,0.0026
scen943,0.0012
scen944,0.0026
scen945,0.0022
scen946,0.0018
scen947,0.0024
scen948,0.003
scen949,0.0046
scen950,0.0028
scen951,0.0028
scen952,0.002
scen953,0.0028
scen954,0.0044
scen955,0.0032
scen956,0.0026
scen957,0.0022
scen958,0.0028
scen959,0.0022
scen960,0.002
scen961,0.0048
scen962,0.002
scen963,0.001
scen964,0.0016
scen965,0.0038
scen966,0.0012
scen967,0.0026
scen968,0.0026
scen969,0.0034
scen970,0.0032
scen971,0.0018
scen972,0.0032
scen973,0.0054
scen974,0.003
scen975,0.0038
scen976,0.0046
scen977,0.003
scen978,0.002
scen979,0.0024
scen980,0.0018
scen981,0.0024
scen982,0.003
scen983,0.0014
scen984,0.004
scen985,0.0018
scen986,0.0018
scen987,0.001
scen988,0.0028
scen989,0.0016
scen990,0.003
scen991,0.001
scen992,0.0014
scen993,0.0024
scen994,0.0028
scen995,0.0038
scen996,0.0022
scen997,0.0028
scen998,0.002
scen999,0.0028
scen1000,0.0018
scen1001,0.0012
scen1002,0.002
scen1003,0.0032
scen1004,0.002
scen1005,0.0018
scen1006,0.0024
scen1007,0.0012
scen1008,0.0012
scen1009,0.0026
scen1010,0.002
scen1011,0.0026
scen1012,0.0016
scen1013,0.0022
scen1014,0.001
scen1015,0.0016
scen1016,0.002
scen1017,0.0008
scen1018,0.0014
scen1019,0.0012
scen1020,0.0016
scen1021,0.001
scen1022,0.001
scen1023,0.0014
scen1024,0.0026
scen1025,0.0028
scen1026,0.0014
scen1027,0.0028
scen1028,0.0006
scen1029,0.001
scen1030,0.002
scen1031,0.0042
scen1032,0.0026
scen1033,0.0038
scen1034,0.0032
scen1035,0.003
scen1036,0.002
scen1037,0.0028
scen1038,0.0022
scen1039,0.0028
scen1040,0.002
scen1041,0.002
scen1042,0.0014
scen1043,0.0038
scen1044,0.0038
scen1045,0.0012
scen1046,0.002
scen1047,0.0018
scen1048,0.0046
scen1049,0.0028
scen1050,0.0028
scen1051,0.0032
scen1052,0.0052
scen1053,0.0028
scen1054,0.0038
scen1055,0.0022
scen1056,0.0016
scen1057,0.0012
scen1058,0.0026
scen1059,0.0026
scen1060,0.0026
scen1061,0.003
scen1062,0.0026
scen1063,0.0024
scen1064,0.0018
scen1065,0.0024
scen1066,0.003
scen1067,0.0046
scen1068,0.0028
scen1069,0.001
scen1070,0.0024
scen1071,0.0028
scen1072,0.0044
scen1073,0.0034
scen1074,0.0026
scen1075,0.0022
scen1076,0.002
scen1077,0.0022
scen1078,0.002
scen1079,0.0048
scen1080,0.002
scen1081,0.001
scen1082,0.0018
scen1083,0.0012
scen1084,0.003
scen1085,0.0026
scen1086,0.0028
scen1087,0.0034
scen1088,0.0032
scen1089,0.0018
scen1090,0.0032
scen1091,0.0054
scen1092,0.0014
scen1093,0.0038
scen1094,0.0046
scen1095,0.003
scen1096,0.0006
scen1097,0.0012
scen1098,0.0018
scen1099,0.0024
scen1100,0.003
scen1101,0.0014
scen1102,0.004
scen1103,0.0018
scen1104,0.0018
scen1105,0.001
scen1106,0.0028
scen1107,0.0016
scen1108,0.003
scen1109,0.0012
scen1110,0.0014
scen1111,0.0024
scen1112,0.0016
scen1113,0.0038
scen1114,0.0022
scen1115,0.0028
scen1116,0.002
scen1117,0.0028
scen1118,0.0018
scen1119,0.0012
scen1120,0.002
scen1121,0.0032
scen1122,0.0034
scen1123,0.0018
scen1124,0.0024
scen1125,0.0012
scen1126,0.0012
scen1127,0.0026
scen1128,0.002
scen1129,0.0026
scen1130,0.0016
scen1131,0.0022
scen1132,0.001
scen1133,0.0016
scen1134,0.002
scen1135,0.0008
scen1136,0.0014
scen1137,0.0014
scen1138,0.0016
scen1139,0.001
scen1140,0.001
scen1141,0.0014
scen1142,0.0026
scen1143,0.002
scen1144,0.0014
scen1145,0.0028
scen1146,0.0006
scen1147,0.001
scen1148,0.002
scen1149,0.0024
scen1150,0.001
scen1151,0.0024
scen1152,0.0018
scen1153,0.0018
scen1154,0.0006
scen1155,0.0014
scen1156,0.003
scen1157,0.0014
scen1158,0.0016
scen1159,0.0006
scen1160,0.0012
scen1161,0.0024
scen1162,0.0046
scen1163,0.0014
scen1164,0.003
scen1165,0.0032
scen1166,0.0038
scen1167,0.0026
scen1168,0.0022
scen1169,0.0046
scen1170,0.0034
scen1171,0.0028
scen1172,0.0022
scen1173,0.0016
scen1174,0.0038
scen1175,0.003
scen1176,0.002
scen1177,0.0018
scen1178,0.004
scen1179,0.0028
scen1180,0.0028
scen1181,0.0028
scen1182,0.0052
scen1183,0.0018
scen1184,0.002
scen1185,0.001
scen1186,0.0018
scen1187,0.0012
scen1188,0.0026
scen1189,0.0026
scen1190,0.0054
scen1191,0.0038
scen1192,0.0026
scen1193,0.0024
scen1194,0.0018
scen1195,0.0024
scen1196,0.0018
scen1197,0.001
scen1198,0.0028
scen1199,0.001
scen1200,0.0024
scen1201,0.0038
scen1202,0.0044
scen1203,0.0022
scen1204,0.0026
scen1205,0.0022
scen1206,0.002
scen1207,0.0022
scen1208,0.002
scen1209,0.0048
scen1210,0.002
scen1211,0.0016
scen1212,0.0016
scen1213,0.0012
scen1214,0.003
scen1215,0.0026
scen1216,0.0028
scen1217,0.0034
scen1218,0.0032
scen1219,0.0018
scen1220,0.0032
scen1221,0.002
scen1222,0.0014
scen1223,0.0016
scen1224,0.0046
scen1225,0.003
scen1226,0.0006
scen1227,0.0012
scen1228,0.0018
scen1229,0.0024
scen1230,0.003
scen1231,0.0014
scen1232,0.001
scen1233,0.0008
scen1234,0.0018
scen1235,0.0016
scen1236,0.0028
scen1237,0.0016
scen1238,0.003
scen1239,0.0012
scen1240,0.0014
scen1241,0.0014
scen1242,0.0016
scen1243,0.0012
scen1244,0.0022
scen1245,0.0028
scen1246,0.002
scen1247,0.0012
scen1248,0.0018
scen1249,0.0012
scen1250,0.002
scen1251,0.0032
scen1252,0.0034
scen1253,0.0018
scen1254,0.0024
scen1255,0.0012
scen1256,0.0012
scen1257,0.0026
scen1258,0.002
scen1259,0.0026
scen1260,0.0016
scen1261,0.0022
scen1262,0.001
scen1263,0.0014
scen1264,0.002
scen1265,0.0008
scen1266,0.0014
scen1267,0.0014
scen1268,0.0016
scen1269,0.001
scen1270,0.001
scen1271,0.0014
scen1272,0.0026
scen1273,0.002
scen1274,0.0014
scen1275,0.0028
scen1276,0.0006
scen1277,0.001
scen1278,0.002
scen1279,0.0024
scen1280,0.001
scen1281,0.0024
scen1282,0.0018
scen1283,0.0018
scen1284,0.0006
scen1285,0.0014
scen1286,0.003
scen1287,0.0014
scen1288,0.0016
scen1289,0.0006
scen1290,0.0012
scen1291,0.0026
scen1292,0.0018
scen1293,0.0006
scen1294,0.0014
scen1295,0.0012
scen1296,0.001
scen1297,0.0016
scen1298,0.0012
scen1299,0.0012
scen1300,0.0004
scen1301,0.0016
scen1302,0.0014
scen1303,0.0004
scen1304,0.0034
scen1305,0.0028
scen1306,0.0038
scen1307,0.0024
scen1308,0.0028
scen1309,0.0022
scen1310,0.0054
scen1311,0.0046
scen1312,0.004
scen1313,0.0044
scen1314,0.0018
scen1315,0.002
scen1316,0.0016
scen1317,0.0038
scen1318,0.0038
scen1319,0.0006
scen1320,0.0024
scen1321,0.001
scen1322,0.0028
scen1323,0.0024
scen1324,0.0028
scen1325,0.0022
scen1326,0.0022
scen1327,0.002
scen1328,0.001
scen1329,0.0018
scen1330,0.0012
scen1331,0.0026
scen1332,0.0026
scen1333,0.0032
scen1334,0.0016
scen1335,0.003
scen1336,0.0012
scen1337,0.0018
scen1338,0.003
scen1339,0.0018
scen1340,0.0014
scen1341,0.0016
scen1342,0.001
scen1343,0.0014
scen1344,0.0038
scen1345,0.0022
scen1346,0.0022
scen1347,0.0026
scen1348,0.0032
scen1349,0.002
scen1350,0.0024
scen1351,0.0026
scen1352,0.0048
scen1353,0.002
scen1354,0.0016
scen1355,0.0016
scen1356,0.0012
scen1357,0.003
scen1358,0.0026
scen1359,0.0028
scen1360,0.0034
scen1361,0.0032
scen1362,0.0018
scen1363,0.0036
scen1364,0.002
scen1365,0.0014
scen1366,0.0014
scen1367,0.0006
scen1368,0.0022
scen1369,0.0018
scen1370,0.0012
scen1371,0.0018
scen1372,0.0024
scen1373,0.0016
scen1374,0.0014
scen1375,0.001
scen1376,0.0014
scen1377,0.0018
scen1378,0.0016
scen1379,0.0028
scen1380,0.0016
scen1381,0.003
scen1382,0.0012
scen1383,0.0034
scen1384,0.0014
scen1385,0.0016
scen1386,0.0012
scen1387,0.002
scen1388,0.0026
scen1389,0.002
scen1390,0.0012
scen1391,0.0018
scen1392,0.0012
scen1393,0.002
scen1394,0.0016
scen1395,0.0034
scen1396,0.0018
scen1397,0.0022
scen1398,0.0012
scen1399,0.0012
scen1400,0.001
scen1401,0.002
scen1402,0.0026
scen1403,0.0016
scen1404,0.0022
scen1405,0.001
scen1406,0.0014
scen1407,0.002
scen1408,0.0008
scen1409,0.0014
scen1410,0.0014
scen1411,0.0016
scen1412,0.001
scen1413,0.001
scen1414,0.0014
scen1415,0.0026
scen1416,0.002
scen1417,0.0014
scen1418,0.0028
scen1419,0.0006
scen1420,0.001
scen1421,0.002
scen1422,0.0024
scen1423,0.001
scen1424,0.0024
scen1425,0.0018
scen1426,0.0018
scen1427,0.0006
scen1428,0.0014
scen1429,0.003
scen1430,0.0012
scen1431,0.0016
scen1432,0.001
scen1433,0.0012
scen1434,0.0026
scen1435,0.0014
scen1436,0.0006
scen1437,0.0014
scen1438,0.0012
scen1439,0.001
scen1440,0.0016
scen1441,0.0012
scen1442,0.0012
scen1443,0.0004
scen1444,0.0022
scen1445,0.0014
scen1446,0.0004
scen1447,0.0008
scen1448,0.0024
scen1449,0.0008
scen1450,0.001
scen1451,0.0004
scen1452,0.001
scen1453,0.0008
scen1454,0.0006
scen1455,0.0006
scen1456,0.0012
scen1457,0.001
scen1458,0.0004
scen1459,0.0014
scen1460,0.0018
scen1461,0.0008
scen1462,0.0032
scen1463,0.0026
scen1464,0.0012
scen1465,0.0024
scen1466,0.0024
scen1467,0.003
scen1468,0.0028
scen1469,0.0046
scen1470,0.004
scen1471,0.0038
scen1472,0.0024
scen1473,0.002
scen1474,0.0018
scen1475,0.0034
scen1476,0.0032
scen1477,0.0006
scen1478,0.0024
scen1479,0.001
scen1480,0.0028
scen1481,0.0016
scen1482,0.0028
scen1483,0.0018
scen1484,0.0024
scen1485,0.0026
scen1486,0.001
scen1487,0.0018
scen1488,0.0016
scen1489,0.0026
scen1490,0.0018
scen1491,0.002
scen1492,0.0016
scen1493,0.003
scen1494,0.0012
scen1495,0.0018
scen1496,0.003
scen1497,0.0018
scen1498,0.0014
scen1499,0.0016
scen1500,0.001
scen1501,0.0014
scen1502,0.0022
scen1503,0.0022
scen1504,0.0022
scen1505,0.0012
scen1506,0.0032
scen1507,0.002
scen1508,0.0022
scen1509,0.004
scen1510,0.0048
scen1511,0.002
scen1512,0.0016
scen1513,0.0016
scen1514,0.0012
scen1515,0.002
scen1516,0.0026
scen1517,0.002
scen1518,0.0028
scen1519,0.0018
scen1520,0.0024
scen1521,0.0036
scen1522,0.0018
scen1523,0.0014
scen1524,0.0014
scen1525,0.0006
scen1526,0.0022
