2301      0.012
905 2      0.047       0.029 Equation   Const_4_1 (13200)
959 6      0.227       0.040 Solve Fini schedule (441025)
869 8      0.056       0.011 Equation   Objective (1)
899 7      0.022       0.026 Equation   Const_3_2 (13800)
913 3      0.019       0.036 Equation   Const_5 (13800)
959 1      0.115       0.040 GAMS Fini   
774 9      0.074       0.005 Loop       
909 4      0.096       0.032 Equation   Const_4_2 (13200)
918 10      0.025       0.040 Equation   Const_6 (13800)
896 5      0.022       0.022 Equation   Const_3_1 (13800)
