1437      0.031
1484 10      0.038       0.038 Equation   Const_6 (13800)
1469 8      0.076       0.024 Equation   Const_3_2 (13800)
1477 4      0.093       0.030 Equation   Const_4_2 (13200)
1358 9      0.203       0.004 Loop       
1450 6      0.055       0.017 Equation   Const1_1 (14400)
1474 3      0.156       0.027 Equation   Const_4_1 (13200)
1466 2      0.068       0.020 Equation   Const_3_1 (13800)
1516 7      0.271       0.039 GAMS Fini   
1441 5      0.178       0.009 Equation   Objective (1)
1516 1      1.013       0.039 Solve Fini schedule (441025)
