Omega,Tolerance,Step Size Rule,Iterations,Converged?,Gap LR,Gap Naive,Obj. Naive,Obj. LR,Gap,Time Naive,Time LR,Final Lambda,LB Heuristic
,,,,,,,,,,,,245.0,-5393.15922
,,,,,,,,,,,,270.0,-5023.0089
,,,,,,,,,,,,248.0,-5560.98322
,,,,,,,,,,,,271.0,-5153.0424
,,,,,,,,,,,,247.0,-5600.4193
,,,,,,,,,,,,268.0,-5102.38231
,,,,,,,,,,,,245.0,-5485.1748
,,,,,,,,,,,,270.0,-4936.47581
,,,,,,,,,,,,246.0,-5275.44663
,,,,,,,,,,,,270.0,-4983.66206
,,,,,,,,,,,,247.0,-5801.29797
,,,,,,,,,,,,271.0,-5357.1444
,,,,,,,,,,,,249.0,-5656.52488
,,,,,,,,,,,,266.0,-5092.94906
,,,,,,,,,,,,242.0,-5766.03422
,,,,,,,,,,,,267.0,-5226.32398
,,,,,,,,,,,,247.0,-5514.02955
,,,,,,,,,,,,267.0,-5116.04165
,,,,,,,,,,,,247.0,-5625.20872
,,,,,,,,,,,,269.0,-5224.6064
,,,,,,,,,,,,248.0,-5536.82963
,,,,,,,,,,,,268.0,-5077.94148
,,,,,,,,,,,,245.0,-5452.00263
,,,,,,,,,,,,270.0,-4881.81856
,,,,,,,,,,,,248.0,-5470.01338
,,,,,,,,,,,,268.0,-5033.64923
,,,,,,,,,,,,246.0,-5490.91305
,,,,,,,,,,,,269.0,-5069.05306
,,,,,,,,,,,,235.0,-5599.98663
,,,,,,,,,,,,264.0,-5354.67665
,,,,,,,,,,,,246.0,-5442.92522
,,,,,,,,,,,,269.0,-4961.91515
,,,,,,,,,,,,248.0,-5705.14747
,,,,,,,,,,,,268.0,-5200.40281
,,,,,,,,,,,,247.0,-5637.23272
,,,,,,,,,,,,269.0,-5146.1614
,,,,,,,,,,,,246.0,-5511.20388
,,,,,,,,,,,,269.0,-5206.2019
,,,,,,,,,,,,247.0,-5571.50272
,,,,,,,,,,,,267.0,-5282.65315
