Omega,Tolerance,Step Size Rule,Iterations,Converged?,Gap LR,Gap Naive,Obj. Naive,Obj. LR,Gap,Time Naive,Time LR,Final Lambda,LB Heuristic
,,,,,,,,,,,,270.0,-5023.0089
,,,,,,,,,,,,271.0,-5153.0424
,,,,,,,,,,,,268.0,-5102.38231
,,,,,,,,,,,,270.0,-4936.47581
,,,,,,,,,,,,270.0,-4983.66206
,,,,,,,,,,,,271.0,-5357.1444
,,,,,,,,,,,,266.0,-5092.94906
,,,,,,,,,,,,267.0,-5226.32398
,,,,,,,,,,,,267.0,-5116.04165
,,,,,,,,,,,,269.0,-5224.6064
,,,,,,,,,,,,268.0,-5077.94148
,,,,,,,,,,,,270.0,-4881.81856
,,,,,,,,,,,,268.0,-5033.64923
,,,,,,,,,,,,269.0,-5069.05306
,,,,,,,,,,,,264.0,-5354.67665
,,,,,,,,,,,,269.0,-4961.91515
,,,,,,,,,,,,268.0,-5200.40281
,,,,,,,,,,,,269.0,-5146.1614
,,,,,,,,,,,,269.0,-5206.2019
,,,,,,,,,,,,267.0,-5282.65315
