"iter1",-277.478,2.000
"iter2",-277.478,2.000
"iter3",-276.755,2.000
"iter4",-276.755,2.000
"iter5",-276.755,3.000
"iter6",-276.755,3.000
"iter7",-276.755,2.000
"iter8",-276.755,2.000
"iter9",-276.755,2.000
"iter10",-276.755,2.000
"iter11",-276.755,2.000
"iter12",-276.755,2.000
"iter13",-276.755,2.000
"iter14",-276.755,2.000
"iter15",-276.755,3.000
"iter16",-276.755,2.000
"iter17",-276.755,2.000
"iter18",-276.755,2.000
"iter19",-276.755,2.000
"iter20",-276.556,3.000
"iter21",-275.869,2.000
"iter22",-275.869,2.000
"iter23",-275.705,2.000
"iter24",-275.705,2.000
"iter25",-274.981,2.000
"iter26",-273.801,2.000
"iter27",-273.711,3.000
"iter28",-273.711,2.000
"iter29",-273.689,1.000
"iter30",-273.689,1.000
