379      0.004
484 7      0.195       0.009 Equation   Const_6 (2300)
480 10      0.193       0.009 Equation   Const_5 (2300)
477 8      0.352       0.008 Equation   Const_4_2 (2200)
474 6      0.331       0.008 Equation   Const_4_1 (2200)
469 3      0.313       0.007 Equation   Const_3_2 (2300)
466 4      0.379       0.007 Equation   Const_3_1 (2300)
536 5      1.466       0.010 Solve Fini schedule (73525)
450 1      0.460       0.006 Equation   Const1_1 (2400)
441 2      0.030       0.004 Equation   Objective (1)
536 9      0.688       0.010 GAMS Fini   
