,Omega,Tolerance,Step Size Rule,Iterations,Converged?,Gap LR,Gap Naive,Obj. Naive,Obj. LR,Gap,Time Naive,Time LR,Final Lambda,LB Heuristic,Heuristic Time,IR,AP
0,1500.0,0.03,1.0,2.0,0.0,0.04595,0.15556,235.79945,248.02886,0.04595,4211.0,2439.0,843.9,236.63168,,-239.37245,0.0
1,1500.0,0.03,2.0,2.0,0.0,0.04595,0.15556,235.79945,248.02886,0.04595,4211.0,2429.0,0.13746,236.63168,,-239.37245,0.0
2,1500.0,0.03,3.0,2.0,0.0,0.04595,0.15556,235.79945,248.02886,0.04595,4211.0,2436.0,1091.25,236.63168,,-239.37245,0.0
3,1500.0,0.03,4.0,2.0,0.0,0.04595,0.15556,235.79945,248.02886,0.04595,4211.0,2436.0,1028.84037,236.63168,,-239.37245,0.0
4,1500.0,0.03,5.0,2.0,0.0,0.04595,0.15556,235.79945,248.02886,0.04595,4211.0,2434.0,0.10309,236.63168,,-239.37245,0.0
5,1500.0,0.03,6.0,2.0,0.0,0.04595,0.15556,235.79945,248.02886,0.04595,4211.0,2430.0,0.38948,236.63168,55.0,-239.37245,0.0
