785      0.003
2018 3      0.004       0.004 Loop       
2094 2      0.074       0.012 Equation   Objective (1)
2148 10      0.180       0.030 Solve Fini schedule (191725)
2018 6      0.004       0.004 Loop       
2018 8      0.004       0.004 Loop       
2017 9      0.061       0.004 Loop       
2018 1      0.004       0.004 Loop       
2096 7      0.033       0.023 Equation   Const1 (20700)
2102 5      0.024       0.030 Equation   Const_chance_1 (21600)
2148 4      0.074       0.030 GAMS Fini   
