"iter1",-231.112,5.000
"iter2",-231.170,2.000
"iter3",-231.183,3.000
"iter4",-231.126,2.000
"iter5",-231.205,2.000
"iter6",-231.359,2.000
"iter7",-231.357,2.000
"iter8",-231.353,2.000
"iter9",-231.260,2.000
"iter10",-231.029,2.000
"iter11",-231.309,3.000
"iter12",-231.182,2.000
"iter13",-231.296,2.000
"iter14",-231.165,3.000
"iter15",-231.262,2.000
"iter16",-231.293,2.000
"iter17",-231.182,3.000
"iter18",-231.162,2.000
"iter19",-231.162,2.000
"iter20",-264.309,2.000
"iter21",-259.942,2.000
"iter22",-259.861,2.000
"iter23",-259.929,2.000
"iter24",-259.869,2.000
"iter25",-260.834,2.000
"iter26",-260.819,2.000
"iter27",-258.581,2.000
"iter28",-260.567,2.000
"iter29",-260.686,2.000
"iter30",-259.943,2.000
