"iter1",0.000,1.000
"iter2",0.000,1.000
"iter3",0.000,0.000
"iter4",0.000,1.000
"iter5",0.000,1.000
"iter6",-269.380,2.000
"iter7",-266.713,2.000
"iter8",-266.713,1.000
"iter9",-261.064,2.000
"iter10",-269.687,2.000
"iter11",-269.687,1.000
"iter12",-269.687,1.000
"iter13",-264.406,2.000
"iter14",-264.727,2.000
"iter15",-262.090,2.000
"iter16",-257.182,2.000
"iter17",-267.435,2.000
"iter18",-266.120,2.000
"iter19",-254.466,2.000
"iter20",-261.834,2.000
"iter21",-266.479,2.000
"iter22",-244.852,2.000
"iter23",-255.375,2.000
"iter24",-255.940,2.000
"iter25",-256.419,2.000
"iter26",-256.627,2.000
"iter27",-254.565,2.000
"iter28",-258.308,2.000
"iter29",-256.495,2.000
"iter30",0.000,1.000
