5536      0.043
3256 8      0.087       0.048 GAMS Fini   
3129 10      0.069       0.005 Loop       
3129 1      0.057       0.005 Loop       
3202 4      0.079       0.018 Equation   Objective (1)
3129 2      0.048       0.005 Loop       
3129 3      0.052       0.005 Loop       
3129 6      0.047       0.005 Loop       
3128 5      0.694       0.005 Loop       
3129 7      0.046       0.005 Loop       
3256 9      0.294       0.048 Solve Fini schedule (319525)
