2303      0.016
957 5      0.070       0.040 GAMS Fini   
774 2      0.151       0.005 Loop       
909 6      0.058       0.032 Equation   Const_4_2 (13200)
899 1      0.022       0.026 Equation   Const_3_2 (13800)
957 3      0.233       0.040 Solve Fini schedule (441025)
869 10      0.092       0.011 Equation   Objective (1)
918 4      0.022       0.040 Equation   Const_6 (13800)
896 8      0.022       0.022 Equation   Const_3_1 (13800)
913 7      0.019       0.036 Equation   Const_5 (13800)
905 9      0.048       0.029 Equation   Const_4_1 (13200)
