"Omega","Tolerance","Step Size Rule","Iterations","Converged?","Gap LR","Gap Naive","Obj. Naive","Obj. LR (UB)","Obj. LR (LB),","Gap","Time Naive","Time LR","Final Lambda","LB Heuristic","BBP","Best iter","Lambda best iter","Gamma best iter"
1500.00000,0.05000,1.00000,5.00000,0.00000,0.56943,0.80804,2543.36795,13118.15380,10715.06286,0.56943,4204.00000,55033.00000,705.38527,5648.34517,0.00000,1.00000,52.88527,-1425.00000
