"Omega","Tolerance","Step Size Rule","Iterations","Converged?","Gap LR","Gap Naive","Obj. Naive","Obj. LR","Gap","Time Naive","Time LR","Final Lambda","LB Heuristic","Heuristic Time"
1500.00000,0.05000,6.00000,2.00000,0.00000,0.01764,0.15933,241.96615,255.52835,0.01764,4210.00000,2702.00000,0.33580,251.01971,76.00000
