2297      0.006
1418 6      0.008       0.004 Loop       
1502 9      0.015       0.021 Equation   Const_chance_1 (14400)
1494 4      0.048       0.009 Equation   Objective (1)
1548 3      0.080       0.021 GAMS Fini   
1418 7      0.008       0.004 Loop       
1548 2      0.128       0.021 Solve Fini schedule (127825)
1496 10      0.021       0.017 Equation   Const1 (13800)
1418 1      0.008       0.004 Loop       
1417 5      0.124       0.004 Loop       
1418 8      0.009       0.004 Loop       
