,iter1,iter2,iter3,iter4,iter5,iter6,iter7,iter8,iter9,iter10,iter11,iter12,iter13,iter14,iter15,iter16,iter17,iter18,iter19,iter20,iter21,iter22,iter23,iter24,iter25,iter26,iter27,iter28,iter29,iter30
t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t8,0,16.3,12.41,3.07,5.61,2.54,12.22,8.55,14.48,7.1,11.65,17.06,5.4,5.31,13.39,8.67,8.63,1.38,0.28,6.9,3.66,5.09,3.73,8.23,6.59,6.627,8.54,6.73,9.03,0
t9,0,97.807,49.02,22.28,52.62,29.22,46.244,48.05,5.2,37.808,57.28,97.983,28.764,28.28,45.62,10.24,34.2,34.86,3.1,7.28,38.51,15.84,28.44,37.77,46.13,53.17,32.33,45.24,36.85,0
t10,479.73,583.46,593.5,563.333,624.65,473.31,498,593.85,569.96,560.24,400.866,644.91,538.51,515.26,516.341,489.13,476.73,478.1,464.198,505.34,529.851,493.863,500.48,511.8,476.224,538.27,510.63,497.788,440.31,0
t11,610.768,620.67,492.098,906.59,755.643,639.619,729.82,537.41,803.59,642.44,681.47,609.64,639.88,679.26,737.79,804.404,753.66,642.434,597.81,605.68,619.61,463.09,507.988,587.512,695.99,593.29,604.148,665.271,760.68,0
t12,534.927,857.98,921.7,796.589,989.08,845.49,959.782,876.86,824.477,957.61,748.6,751.6,850.233,821.35,777.021,656.285,940.64,918.875,837.9,816.08,892.8,575.953,838.44,774.84,774.66,630.7,707.43,721.79,743.34,0
t13,876.04,623.7,915.016,750.574,953.593,921.59,792.08,839.911,762.64,894.72,906,791.083,862.44,985.325,925.56,814.97,819.377,946.58,998.393,990.01,980.16,931.02,848.859,742.06,833.8,908.532,877.852,916.79,804.65,0
t14,1018.02,1111.45,1041.25,898.75,923.5,1076.84,880.6,1132.613,834.797,1057.14,827.52,852.014,994.641,1057.98,654.959,1040.61,1023.2,1028.05,1067.99,841.063,988.448,1033.028,815.69,844.824,838.76,937.879,952.877,852.58,955.152,0
t15,880.189,920.63,614.37,1004.753,1007.98,985.591,1015.83,969.64,945.065,991.285,777.29,915.159,898.07,731.19,967.46,798.67,941.47,948.064,944.7,956.37,966.349,668.87,984.73,999.62,900.354,953.66,878.01,939.744,865.38,0
t16,871.21,861.02,735.19,805.88,897.42,915.34,777,873.46,799.158,737.96,853.64,898.1,840.45,848.06,923.76,788.29,831.012,790.97,521.238,793.35,753.39,780.78,820.03,798.2,829.956,787.43,790.08,771.08,784.25,0
t17,763.14,826.28,748.798,869.2,819.52,749.89,816.92,860.24,780.18,792.41,803.75,776.46,760.93,782.68,806.93,761.53,764.41,786.28,749.46,818.52,792.37,770.92,771.31,795.77,775.06,808.72,781.87,785.31,764.15,0
t18,890.26,846.44,873.46,831.29,764.11,835.37,838.51,773.85,809.582,837.53,849.36,877.64,834.51,829.83,791.66,831.52,805.92,788.594,823.582,806.87,816.93,767.06,768.813,809.3,782.94,735.56,751.02,820.8,789.8,0
t19,187.618,184.59,180.07,197.34,203.96,167.74,198.96,202.62,188.19,190.84,191.5,202.77,183.363,202.94,193.62,186.6,204.468,180.26,173.06,195.6,178,196.9,197.747,181.21,183.584,206.99,183.29,187.91,201.92,0
t20,140.62,128.88,119.56,130.28,117.26,127.44,127.01,140.67,142.988,136.38,145.12,128.62,130.64,120.26,121.23,120.58,123.56,131.28,137.34,120.62,136.821,127.94,128.52,130.71,110.68,124.18,118.72,115.75,130.438,0
t21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t24,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,0
