,Solar: actuals,Solar: forecasts,Solar: quicklow_diverse1,Solar: quicklow_diverse2,Solar: quicklow_diverse3,Solar: quicklow_diverse4,Solar: quickhigh_diverse1,Solar: quickhigh_diverse2,Solar: quickhigh_diverse3,Solar: quickhigh_diverse4
Probability,1.0,1.0,0.08921260611628812,0.1453985757886245,0.15460187588253063,0.11078694221255672,0.11078694221255674,0.1546018758825306,0.14539857578862453,0.08921260611628808
2013-06-28 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-06-28 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-06-28 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-06-28 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-06-28 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-06-28 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-06-28 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-06-28 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,19.314776014878902,19.314776014878902,19.314776014878902,19.314776014878902
2013-06-28 08:00:00,18.79999992,120.0858594,15.33567286107214,15.33567286107214,15.33567286107214,15.33567286107214,158.7154114297578,158.7154114297578,158.7154114297578,158.7154114297578
2013-06-28 09:00:00,103.70000004000002,224.15589144000003,67.03061163160825,67.03061163160825,67.03061163160825,67.03061163160825,282.10021948463674,282.10021948463674,282.10021948463674,282.10021948463674
2013-06-28 10:00:00,238.09999979999998,347.91676764,138.41639456214426,138.41639456214426,138.41639456214426,138.41639456214426,425.1758716995156,425.1758716995156,425.1758716995156,425.1758716995156
2013-06-28 11:00:00,275.10000024,748.4453698799999,543.3413685837044,559.5768104389117,572.7984237027202,593.8418559689985,772.7489502936014,788.9843921488088,802.2060054126173,823.2494376788957
2013-06-28 12:00:00,629.6999997600001,674.30649312,473.5988636052646,506.06974731567925,532.5129738432963,574.5998383758531,645.6545498876874,678.1254335981021,704.5686601257191,746.6555246582758
2013-06-28 13:00:00,691.00000008,585.68804736,389.3767896268248,438.08311519244677,477.7479549838724,540.8782517827074,504.0805804817733,552.7869060473953,592.4517458388209,655.582042637656
2013-06-28 14:00:00,313.59999996,449.44455972,257.5296737683849,322.4714411892142,375.35789424444835,459.5316233095617,314.88156919585913,379.8233366166885,432.70978967192264,516.883518737036
2013-06-28 15:00:00,168.90000035999998,141.20713932,0.0,34.86583442598173,100.97390074502442,206.1910620764161,0.0,34.86583442598173,100.97390074502442,206.1910620764161
2013-06-28 16:00:00,106.39999968000001,53.131456560000004,0.0,0.0,22.956527628768313,101.86939862731208,0.0,0.0,22.956527628768313,101.86939862731208
2013-06-28 17:00:00,19.60000068,0.0,0.0,0.0,0.0,32.491961378208046,0.0,0.0,0.0,32.491961378208046
2013-06-28 18:00:00,0.09999599999999997,0.0,0.0,0.0,0.0,16.245980689104023,0.0,0.0,0.0,16.245980689104023
2013-06-28 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-06-28 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-06-28 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-06-28 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-06-28 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
