Omega,Tolerance,Step Size Rule,Iterations,Converged?,Gap LR,Gap Naive,Obj. Naive,Obj. LR,Gap,Time Naive,Time LR,Final Lambda,LB Heuristic
,,,,,,,,,,,,35.0,-5624.35066
,,,,,,,,,,,,39.0,-4850.89676
,,,,,,,,,,,,35.0,-5699.23913
,,,,,,,,,,,,40.0,-5170.2564
,,,,,,,,,,,,35.0,-5624.35066
,,,,,,,,,,,,39.0,-4850.89676
,,,,,,,,,,,,36.0,-5906.96663
,,,,,,,,,,,,40.0,-5598.9034
,,,,,,,,,,,,34.0,-5415.26913
,,,,,,,,,,,,39.0,-5029.8774
,,,,,,,,,,,,35.0,-6038.83463
,,,,,,,,,,,,40.0,-5344.0354
,,,,,,,,,,,,35.0,-5706.94863
,,,,,,,,,,,,40.0,-5115.5459
,,,,,,,,,,,,35.0,-5610.78063
,,,,,,,,,,,,38.0,-5355.9119
,,,,,,,,,,,,36.0,-5770.80213
,,,,,,,,,,,,38.0,-5444.1394
,,,,,,,,,,,,35.0,-6245.68413
,,,,,,,,,,,,40.0,-5465.3554
,,,,,,,,,,,,35.0,-5593.23816
,,,,,,,,,,,,39.0,-4891.2659
,,,,,,,,,,,,35.0,-5906.96663
,,,,,,,,,,,,40.0,-5598.9034
,,,,,,,,,,,,35.0,-5699.23913
,,,,,,,,,,,,40.0,-5170.2564
,,,,,,,,,,,,34.0,-5415.26913
,,,,,,,,,,,,40.0,-5029.8774
,,,,,,,,,,,,34.0,-6038.83463
,,,,,,,,,,,,39.0,-5344.0354
,,,,,,,,,,,,35.0,-5706.94863
,,,,,,,,,,,,40.0,-5115.5459
,,,,,,,,,,,,35.0,-5610.78063
,,,,,,,,,,,,40.0,-5355.9119
,,,,,,,,,,,,35.0,-5770.80213
,,,,,,,,,,,,40.0,-5444.1394
,,,,,,,,,,,,35.0,-6245.68413
,,,,,,,,,,,,40.0,-5465.3554
,,,,,,,,,,,,35.0,-5593.23816
,,,,,,,,,,,,39.0,-4891.2659
