Time,QP
2106.0,-7052.676
2107.0,-6683.793
2106.0,-7052.676
2106.0,-6764.109
2106.0,-6589.123
2106.0,-6723.078
2106.0,-6891.294
2106.0,-6802.181
2106.0,-6804.456
2106.0,-6919.26
2106.0,-6683.624
2106.0,-6764.109
2106.0,-6683.793
2106.0,-6589.123
2106.0,-6723.078
2106.0,-6891.294
2106.0,-6802.181
2106.0,-6804.456
2106.0,-6919.26
2106.0,-6683.624
