"iter1",0.000,0.000
"iter2",-266.703,3.000
"iter3",-266.703,1.000
"iter4",-266.703,2.000
"iter5",-266.703,2.000
"iter6",-269.575,3.000
"iter7",-266.602,3.000
"iter8",-266.602,2.000
"iter9",-260.899,3.000
"iter10",-269.538,3.000
"iter11",-256.871,3.000
"iter12",-256.871,1.000
"iter13",-264.387,3.000
"iter14",-264.621,2.000
"iter15",-262.284,4.000
"iter16",-257.126,3.000
"iter17",-267.318,3.000
"iter18",-265.972,3.000
"iter19",-254.281,3.000
"iter20",-261.629,3.000
"iter21",-266.307,3.000
"iter22",-244.860,3.000
"iter23",-255.369,2.000
"iter24",-255.986,2.000
"iter25",-256.417,2.000
"iter26",-256.618,2.000
"iter27",-254.568,1.000
"iter28",-258.250,1.000
"iter29",-256.474,1.000
"iter30",0.000,1.000
