
Gurobi 7.0.2 (linux64) logging started Sun Jun 19 19:54:51 2022


Gurobi 7.0.2 (linux64) logging started Sun Jun 19 19:55:29 2022


Gurobi 7.0.2 (linux64) logging started Sun Jun 19 19:55:36 2022


Gurobi 7.0.2 (linux64) logging started Sun Jun 19 19:55:43 2022


Gurobi 7.0.2 (linux64) logging started Sun Jun 19 19:55:46 2022


Gurobi 7.0.2 (linux64) logging started Sun Jun 19 19:55:49 2022


Gurobi 7.0.2 (linux64) logging started Sun Jun 19 19:55:52 2022


Gurobi 7.0.2 (linux64) logging started Sun Jun 19 19:55:55 2022


Gurobi 7.0.2 (linux64) logging started Sun Jun 19 19:55:58 2022


Gurobi 7.0.2 (linux64) logging started Sun Jun 19 19:56:01 2022


Gurobi 7.0.2 (linux64) logging started Sun Jun 19 19:56:04 2022


Gurobi 7.0.2 (linux64) logging started Sun Jun 19 19:56:06 2022


Gurobi 7.0.2 (linux64) logging started Sun Jun 19 19:56:09 2022


Gurobi 7.0.2 (linux64) logging started Sun Jun 19 19:56:12 2022


Gurobi 7.0.2 (linux64) logging started Sun Jun 19 19:56:15 2022


Gurobi 7.0.2 (linux64) logging started Sun Jun 19 19:56:18 2022


Gurobi 7.0.2 (linux64) logging started Sun Jun 19 19:56:21 2022


Gurobi 7.0.2 (linux64) logging started Sun Jun 19 19:56:24 2022


Gurobi 7.0.2 (linux64) logging started Sun Jun 19 19:56:27 2022


Gurobi 7.0.2 (linux64) logging started Sun Jun 19 19:56:30 2022


Gurobi 7.0.2 (linux64) logging started Sun Jun 19 19:56:33 2022


Gurobi 7.0.2 (linux64) logging started Sun Jun 19 19:56:36 2022


Gurobi 7.0.2 (linux64) logging started Sun Jun 19 19:56:39 2022


Gurobi 7.0.2 (linux64) logging started Sun Jun 19 19:56:42 2022


Gurobi 7.0.2 (linux64) logging started Sun Jun 19 19:56:45 2022


Gurobi 7.0.2 (linux64) logging started Sun Jun 19 19:56:48 2022


Gurobi 7.0.2 (linux64) logging started Sun Jun 19 19:56:51 2022


Gurobi 7.0.2 (linux64) logging started Sun Jun 19 19:56:54 2022


Gurobi 7.0.2 (linux64) logging started Sun Jun 19 19:56:57 2022


Gurobi 7.0.2 (linux64) logging started Sun Jun 19 19:57:00 2022


Gurobi 7.0.2 (linux64) logging started Sun Jun 19 19:57:03 2022


Gurobi 7.0.2 (linux64) logging started Sun Jun 19 19:57:06 2022


Gurobi 7.0.2 (linux64) logging started Sun Jun 19 21:20:28 2022


Gurobi 7.0.2 (linux64) logging started Sun Jun 19 22:43:51 2022


Gurobi 7.0.2 (linux64) logging started Mon Jun 20 02:53:53 2022


Gurobi 7.0.2 (linux64) logging started Mon Jun 20 07:03:55 2022

