5536      0.032
3202 3      0.115       0.018 Equation   Objective (1)
3204 5      0.060       0.035 Equation   Const1 (34500)
3128 4      0.557       0.005 Loop       
3256 1      0.163       0.048 GAMS Fini   
3256 2      0.194       0.048 Solve Fini schedule (319525)
3129 7      0.033       0.005 Loop       
3129 10      0.048       0.005 Loop       
3129 8      0.033       0.005 Loop       
3129 9      0.033       0.005 Loop       
3129 6      0.043       0.005 Loop       
