667      0.032
502 6      0.139       0.004 Equation   Objective (1)
597 2      0.630       0.010 GAMS Fini   
511 9      0.263       0.006 Equation   Const1_1 (2400)
527 10      0.270       0.007 Equation   Const_3_1 (2300)
545 4      0.227       0.009 Equation   Const_6 (2300)
597 3      1.578       0.010 Solve Fini schedule (73525)
530 7      0.247       0.007 Equation   Const_3_2 (2300)
541 5      0.221       0.009 Equation   Const_5 (2300)
538 8      0.319       0.008 Equation   Const_4_2 (2200)
535 1      0.306       0.008 Equation   Const_4_1 (2200)
